seed,ols,tsls,avg_slope
1,0.3870171734896169,0.2819103939023695,0.3024547251612969
2,0.39965187837474236,0.27778119091894377,0.29958157723444645
3,0.37344901618597776,0.2450544380172035,0.3032443974696895
4,0.38458162825608405,0.20963093552885478,0.29984766845595634
5,0.39212702669545996,0.23247737044001987,0.3005508676159455
6,0.4198206857188537,0.3165905885416911,0.29979325620009895
7,0.3912152743525044,0.26892247112313583,0.3041468608174653
8,0.3973125118384223,0.3064047620099853,0.3049341265086186
9,0.4119251934776292,0.3120459115906292,0.30077702812396423
10,0.3793217835820535,0.3201920224186451,0.2972204524620386
11,0.41098277613874745,0.2659436334900669,0.2977406687726489
12,0.3831915881907066,0.3355276264073067,0.2991052267405934
13,0.4058912709476787,0.3393378130440441,0.30240738577104753
14,0.3894303268653169,0.35730914185966045,0.30443732463083817
15,0.3972280227626451,0.3617599113595277,0.29539485253174363
16,0.38436057699508214,0.2832012454530539,0.30179222196262734
17,0.39043821440441095,0.2668244667229876,0.2989717999365025
18,0.40071296605223206,0.3887989938700357,0.29588848398885165
19,0.38320575135645146,0.3484055669769708,0.2988929916807583
20,0.39415484851688415,0.32386425937858315,0.2997351674644947
21,0.3850559248436299,0.3264789115914105,0.29688468885761093
22,0.39115747408541357,0.37575113626485085,0.29511897898849604
23,0.4008671334513483,0.29167143902348813,0.3016333606796083
24,0.375121372705106,0.3019714622009516,0.3017058802051224
25,0.3849595692423321,0.25618578059420505,0.2967976277250922
26,0.37222495759966917,0.2723030727141328,0.29774445306436603
27,0.37583631506728993,0.2692679249897667,0.2993664173600191
28,0.37888354651122746,0.3284934475456652,0.30106031957791474
29,0.3832901011405311,0.23431071771920567,0.3013101830336635
30,0.39428240651090557,0.2905612832313008,0.30383273712154035
31,0.3871918004062105,0.30905796791867535,0.2991163808559938
32,0.36965079517057353,0.2807439472521954,0.2978777684548914
33,0.39574239537525063,0.2867614719118517,0.30253246377013515
34,0.38675347689491696,0.30967325712370636,0.2985346759747972
35,0.3912192233700788,0.3644535806941652,0.29750732547816716
36,0.38875416737528024,0.27387303214868686,0.2957853929128635
37,0.38837260107587135,0.34480778419015606,0.29877113417272333
38,0.3961202220976246,0.34205157813078246,0.3023088183158743
39,0.4080368990285404,0.2811603842360845,0.29845662507401816
40,0.38765175201657326,0.22931987681505078,0.3002461921591505
41,0.39366628434825535,0.2795093270455965,0.3015749465481415
42,0.3872491766966391,0.2384979219628026,0.30014893603439263
43,0.3778206194790351,0.3674258719586138,0.29771240333709686
44,0.3808853982810242,0.3351433943805554,0.2993008894328832
45,0.36592166006460153,0.25778243246899935,0.29700674653135645
46,0.38596990833541495,0.29985177421270554,0.30154389778805374
47,0.3982758442024147,0.32401004166157393,0.29654977608724925
48,0.3919266269599432,0.3157790315090906,0.2990173547948862
49,0.373428496672787,0.3389093348664999,0.29663436721794006
50,0.40525107550862793,0.29158956210152787,0.3013327089607502
51,0.37899047922221113,0.24750062816672155,0.299597704611962
52,0.41434602154127714,0.38157220956457427,0.2994898330604686
53,0.38539138457658123,0.304881345217655,0.30171157385021075
54,0.39508236111423267,0.3225322917811533,0.29933653893441703
55,0.3970073624143487,0.3356043192795574,0.3060573349496433
56,0.392461081679362,0.3068561919431034,0.2966576407581447
57,0.39290750389024987,0.2573801456034023,0.2983727698948396
58,0.40951532461823253,0.3336522182620006,0.29667344784452127
59,0.3828981972851887,0.2923914699160494,0.3015450192671646
60,0.3932703062082978,0.338387648667627,0.30030183415850714
61,0.3758684477227787,0.2870955420444577,0.29562995627864314
62,0.39629863850138286,0.28052922099621946,0.3086301903351252
63,0.40330130694129596,0.33403073789346627,0.2973565462426387
64,0.39125880882211295,0.2866387942124928,0.30110977791826316
65,0.4192950524959376,0.35600188045195713,0.3027743654731984
66,0.38625647918363737,0.32355729960984253,0.30615466302575955
67,0.3726888011360801,0.32376471689509007,0.2994604698820828
68,0.3856789222989945,0.3155112708481576,0.300537517235439
69,0.3937163841057484,0.3297811414725421,0.30488725969558145
70,0.40567338746194886,0.3280951343024236,0.29946350128272803
71,0.38152252712292867,0.2759399810185001,0.2990555468718691
72,0.413080997478981,0.34019179220178764,0.30096236054328074
73,0.36543386013724555,0.27152075674251375,0.2992033547619285
74,0.4062786438464852,0.358993265462577,0.3019158055438917
75,0.3706176442520645,0.22973450898817835,0.300979126874656
76,0.3901813691584407,0.3352531739889058,0.30232809502647645
77,0.4029356172496348,0.263502623280268,0.2998465730457311
78,0.4171169731844514,0.3517184668768928,0.2986676492429539
79,0.39022086823533914,0.27431175513886585,0.30220177138277826
80,0.38402556781258584,0.2779123944865442,0.3048929357840899
81,0.3859457348960753,0.2831621754888902,0.29888299945628194
82,0.39081743377559447,0.30724007601844117,0.2986667884922765
83,0.38752360238471945,0.285882458776966,0.29841378833884735
84,0.39393653626400943,0.32652130169580323,0.29913994002149147
85,0.3799527449302891,0.3022734466955693,0.2971611144957854
86,0.39092814039137225,0.31777532597274327,0.2999279998673945
87,0.38865349085607614,0.35913851311358264,0.3018852667265017
88,0.41802777651572715,0.3619197050343758,0.3056771322548713
89,0.3803153699530754,0.26199266174319735,0.2949789071942972
90,0.3884890381586237,0.30515373974641924,0.300295784597634
91,0.3899467899616477,0.2839046474145151,0.3007340730165456
92,0.3921688167210466,0.26095677651311966,0.3004458422372924
93,0.3739719395577416,0.26600866452965044,0.2964791241051279
94,0.4064734405501491,0.30736916088399113,0.3017549681986723
95,0.3845803475743257,0.30622302750683655,0.2987934248529635
96,0.38704823853962567,0.3017980960399555,0.2991803975126091
97,0.3889208791991012,0.3002323367584549,0.2979100859221952
98,0.3801389191056966,0.26042384404453256,0.2985414916860474
99,0.3898529913211206,0.32609259667302065,0.2967155082419879
100,0.38102901681786217,0.23630021014744573,0.29891675779713395
101,0.40437648249547425,0.28233762216514785,0.3006150264663422
102,0.3963728535076267,0.3419831660870147,0.3020874735110747
103,0.3911468745457269,0.33133199369781774,0.30214838769491836
104,0.3750642677500748,0.3211479945388718,0.2989753329086835
105,0.4057353313399354,0.31100452093628533,0.29892643302306304
106,0.36985345976675155,0.3055893051036075,0.2988475351502115
107,0.38247992393058255,0.2658708769155167,0.30149760053991675
108,0.3930430998958664,0.31492244038800205,0.3017203220802428
109,0.40609396338015946,0.35709329904305576,0.3019197317937284
110,0.38716054523048593,0.372909378673091,0.2981855548112476
111,0.39872959573461486,0.24601208196346228,0.2994186242935779
112,0.3867451189186803,0.2644366304886804,0.29736808636265105
113,0.3902189832013124,0.30357154301867806,0.29868272325092476
114,0.40227866911099225,0.30369842311938877,0.30069505592806606
115,0.4058767803284992,0.28205440261622405,0.3024963164452809
116,0.385605177588305,0.27644030150542076,0.30439206110261885
117,0.3901970477584368,0.34238391013876807,0.2991228241710269
118,0.39446004576439153,0.23725027366632462,0.301649200478319
119,0.39345151034613873,0.3205655813884766,0.2981324423542939
120,0.39982823664868755,0.27506042445274514,0.3021865945856371
121,0.4107991650695487,0.37230611399485497,0.3006301860440045
122,0.3857679537095628,0.3131281483280754,0.2988579912194576
123,0.38088988477276187,0.33003489433430444,0.3095477281443976
124,0.39410193495468143,0.3038257239851968,0.30067899491118394
125,0.3797988524448538,0.3083774902051959,0.3009485849227866
126,0.36298305527682684,0.2859647654197724,0.3000934213672562
127,0.3768570501115249,0.29538091072278777,0.29996519235834246
128,0.4041241249345464,0.3576248806984736,0.3057455130940623
129,0.37963587108416247,0.2801378495318838,0.2917722864146493
130,0.37540267196504484,0.26801896336597264,0.29870755292193835
131,0.40539676703699135,0.3631911716771262,0.29920250161107864
132,0.40102311910463656,0.29630777972197203,0.3030457037346197
133,0.3738778625703419,0.23793625164117505,0.3025729983312962
134,0.39683421021166787,0.34602442641394143,0.2981720666567771
135,0.3637169728093383,0.26480291841033793,0.2959329896710563
136,0.39643422194635525,0.306731527572346,0.2943991326591061
137,0.395637432761993,0.2688939202567139,0.3055754406506244
138,0.4080598271650659,0.3284121475011861,0.302942197705232
139,0.40769623326906035,0.2740497305275648,0.30474227465483883
140,0.39468935500193947,0.34765801902636445,0.3036624152786026
141,0.3998111715029578,0.30301019322505424,0.30045329202669246
142,0.3989960908459378,0.35187195332675725,0.3051279328562753
143,0.36939240365144393,0.31919901415969343,0.29763156046310946
144,0.38332201835606566,0.2880269164466524,0.3017889968969978
145,0.3768011961696072,0.26478906489107557,0.30059571771608384
146,0.3986700991484997,0.2840275563903092,0.3027717905737702
147,0.36131715412986876,0.2689194233598658,0.30302577754064974
148,0.38341759754161225,0.3086253055582675,0.30107294801515044
149,0.3994767008608895,0.3332001563353294,0.29659901337818234
150,0.39797175453813355,0.23681830454726838,0.29779251120831773
151,0.3678258584135348,0.2510475486643007,0.29680483299305194
152,0.39170059769010207,0.27643066885447176,0.3039738169512545
