site,round,stage,n_train,n_test,loss,mse,mae,r2,fs_r2,xhat_sd
site01,0,global,1140,286,1.3189880847930908,1.3189880847930908,0.922721266746521,0.0019055008888244,0.0217035588937736,0.3707268238067627
site01,0,local,1140,286,1.3500901460647583,1.3500901460647583,0.9238840341567992,-0.0216298103332519,0.0217035588937736,0.3707268238067627
site01,1,global,1140,286,1.3367730379104614,1.3367730379104614,0.9209266304969788,-0.0115525722503662,0.0217035588937736,0.3707268238067627
site01,1,local,1140,286,1.3341387510299685,1.3341387510299685,0.9213212132453918,-0.0095592737197875,0.0217035588937736,0.3707268238067627
site01,2,global,1140,286,1.3343756198883057,1.3343756198883057,0.920851469039917,-0.0097384452819824,0.0217035588937736,0.3707268238067627
site01,2,local,1140,286,1.328263521194458,1.328263521194458,0.9213287830352784,-0.0051133632659912,0.0217035588937736,0.3707268238067627
site01,3,global,1140,286,1.333440184593201,1.333440184593201,0.9206250309944152,-0.0090305805206298,0.0217035588937736,0.3707268238067627
site01,3,local,1140,286,1.3250311613082886,1.3250311613082886,0.9215684533119202,-0.0026674270629882,0.0217035588937736,0.3707268238067627
site01,4,global,1140,286,1.333873987197876,1.333873987197876,0.9207494854927064,-0.0093588829040527,0.0217035588937736,0.3707268238067627
site01,4,local,1140,286,1.3256646394729614,1.3256646394729614,0.9207432866096495,-0.0031466484069824,0.0217035588937736,0.3707268238067627
site01,5,global,1140,286,1.3329641819000244,1.3329641819000244,0.920606255531311,-0.0086703300476074,0.0217035588937736,0.3707268238067627
site02,0,global,1888,473,1.2962772846221924,1.2962772846221924,0.9090037941932678,-0.0418533086776733,0.092725156891254,0.3264499604701996
site02,0,local,1888,473,1.2650086879730225,1.2650086879730225,0.8991552591323853,-0.0167218446731567,0.092725156891254,0.3264499604701996
site02,1,global,1888,473,1.255971074104309,1.255971074104309,0.8969539403915405,-0.0094580650329589,0.092725156891254,0.3264499604701996
site02,1,local,1888,473,1.2599207162857056,1.2599207162857056,0.8972984552383423,-0.0126324892044067,0.092725156891254,0.3264499604701996
site02,2,global,1888,473,1.2575665712356567,1.2575665712356567,0.8969019055366516,-0.0107403993606567,0.092725156891254,0.3264499604701996
site02,2,local,1888,473,1.253301739692688,1.253301739692688,0.8952413201332092,-0.0073126554489135,0.092725156891254,0.3264499604701996
site02,3,global,1888,473,1.259828805923462,1.259828805923462,0.8974720239639282,-0.0125586986541748,0.092725156891254,0.3264499604701996
site02,3,local,1888,473,1.2601845264434814,1.2601845264434814,0.8971927762031555,-0.012844443321228,0.092725156891254,0.3264499604701996
site02,4,global,1888,473,1.2589157819747925,1.2589157819747925,0.8971978425979614,-0.0118248462677001,0.092725156891254,0.3264499604701996
site02,4,local,1888,473,1.261243224143982,1.261243224143982,0.8974303603172302,-0.013695478439331,0.092725156891254,0.3264499604701996
site02,5,global,1888,473,1.259294867515564,1.259294867515564,0.897473931312561,-0.0121295452117919,0.092725156891254,0.3264499604701996
site03,0,global,2784,696,1.3643335103988647,1.3643335103988647,0.941985547542572,-0.0192251205444335,0.063061995104685,0.2924663722515106
site03,0,local,2784,696,1.3379873037338257,1.3379873037338257,0.9306290745735168,0.0004568696022033,0.063061995104685,0.2924663722515106
site03,1,global,2784,696,1.3344097137451172,1.3344097137451172,0.928473711013794,0.0031294822692871,0.063061995104685,0.2924663722515106
site03,1,local,2784,696,1.335935354232788,1.335935354232788,0.9294829368591307,0.001989722251892,0.063061995104685,0.2924663722515106
site03,2,global,2784,696,1.333235263824463,1.333235263824463,0.9280884861946106,0.0040068626403808,0.063061995104685,0.2924663722515106
site03,2,local,2784,696,1.336867094039917,1.336867094039917,0.930228590965271,0.0012937188148498,0.063061995104685,0.2924663722515106
site03,3,global,2784,696,1.331940770149231,1.331940770149231,0.9277753233909608,0.0049739480018615,0.063061995104685,0.2924663722515106
site03,3,local,2784,696,1.331329107284546,1.331329107284546,0.9277118444442748,0.0054308772087097,0.063061995104685,0.2924663722515106
site03,4,global,2784,696,1.331334948539734,1.331334948539734,0.927534520626068,0.0054264664649963,0.063061995104685,0.2924663722515106
site03,4,local,2784,696,1.3341436386108398,1.3341436386108398,0.9288503527641296,0.003328263759613,0.063061995104685,0.2924663722515106
site03,5,global,2784,696,1.3327431678771973,1.3327431678771973,0.928017795085907,0.0043745040893554,0.063061995104685,0.2924663722515106
site04,0,global,3644,912,1.2686467170715332,1.2686467170715332,0.9065170288085938,-0.0206758975982666,0.080704962135807,0.2982235848903656
site04,0,local,3644,912,1.241056203842163,1.241056203842163,0.8929455876350403,0.0015218257904052,0.080704962135807,0.2982235848903656
site04,1,global,3644,912,1.2411093711853027,1.2411093711853027,0.8945994973182678,0.0014790892601013,0.080704962135807,0.2982235848903656
site04,1,local,3644,912,1.2409745454788208,1.2409745454788208,0.8926712274551392,0.0015875101089477,0.080704962135807,0.2982235848903656
site04,2,global,3644,912,1.2414077520370483,1.2414077520370483,0.894575297832489,0.0012390613555908,0.080704962135807,0.2982235848903656
