round,site,malicious,rule,weight,norm,clipped,kept,share,flagged
0,site01,0,trimmed_mean,0.02582632926304343,1.7133820013764565,0,0.39774696707105717,0.7636959031815554,0
0,site02,0,trimmed_mean,0.04277202600756666,1.9489811312746081,0,0.5077989601386482,0.9556673189787762,0
0,site03,0,trimmed_mean,0.06307061462132711,2.1414292211380133,0,0.854419410745234,1.5073977972903196,0
0,site04,0,trimmed_mean,0.0825536349425704,2.3008851093056637,0,0.7019064124783362,1.2227032941132752,0
0,site05,0,trimmed_mean,0.083912915430099,2.3140879101544964,0,0.8197573656845754,1.440475593318775,0
0,site06,0,trimmed_mean,0.10201400058902155,2.2981200510105677,0,0.6837088388214905,1.1793426726949587,0
0,site07,0,trimmed_mean,0.12940350241272286,2.4526334875395763,0,0.6819757365684576,1.1771471535647249,0
0,site08,0,trimmed_mean,0.14777644366915113,2.327371613851587,0,0.6126516464471404,1.0371050283048149,0
0,site09,1,trimmed_mean,0.1526698534242541,1.968651885471477,0,0.40814558058925476,0.6759167597697251,0
0,site10,1,trimmed_mean,0.17000067964024376,2.0481907409667053,0,0.33188908145580587,0.5495675856950611,0
1,site01,0,trimmed_mean,0.02582632926304343,0.6617962103711389,0,0.48180242634315423,0.9261116760900092,0
1,site02,0,trimmed_mean,0.04277202600756666,0.4950617320608876,0,0.3925476603119584,0.7718762774055625,0
1,site03,0,trimmed_mean,0.06307061462132711,1.0447526114542016,0,0.7461005199306759,1.3306433843488985,0
1,site04,0,trimmed_mean,0.0825536349425704,0.9385335121085452,0,0.8778162911611785,1.57618893293579,0
1,site05,0,trimmed_mean,0.083912915430099,0.7043928849033361,0,0.8162911611785095,1.4638725629788947,0
1,site06,0,trimmed_mean,0.10201400058902155,0.9145083398358026,0,0.8344887348353552,1.4814803479788354,0
1,site07,0,trimmed_mean,0.12940350241272286,1.3879299390393813,0,0.7738301559792028,1.3399104810280353,0
1,site08,0,trimmed_mean,0.14777644366915113,1.5725240679778878,0,0.7097053726169844,1.2201750180932456,0
1,site09,1,trimmed_mean,0.1526698534242541,1.0906238341390861,0,0.19150779896013864,0.3283796449037437,1
1,site10,1,trimmed_mean,0.17000067964024376,1.1684177988567763,0,0.17590987868284227,0.30127610687461454,1
2,site01,0,trimmed_mean,0.02582632926304343,0.646569764410337,0,0.43847487001733104,0.8856612715464085,0
2,site02,0,trimmed_mean,0.04277202600756666,0.6289848936139848,0,0.39774696707105717,0.8009135955292506,0
2,site03,0,trimmed_mean,0.06307061462132711,0.8697432312968634,0,0.8362218370883883,1.5193860348308141,0
2,site04,0,trimmed_mean,0.0825536349425704,0.8018884678171362,0,0.8890814558058926,1.6113483786822618,0
2,site05,0,trimmed_mean,0.083912915430099,0.730490819820385,0,0.8535528596187175,1.5364142564109475,0
2,site06,0,trimmed_mean,0.10201400058902155,0.7816509554415407,0,0.8474870017331022,1.5217059171786003,0
2,site07,0,trimmed_mean,0.12940350241272286,1.1355649533697971,0,0.7114384748700173,1.2265928402794106,0
2,site08,0,trimmed_mean,0.14777644366915113,1.4574610795785492,0,0.7322357019064125,1.25859377775856,0
2,site09,1,trimmed_mean,0.1526698534242541,1.3884601917513644,0,0.12218370883882149,0.2116461649403908,1
2,site10,1,trimmed_mean,0.17000067964024376,1.2855487713687979,0,0.17157712305025996,0.310765977726674,1
3,site01,0,trimmed_mean,0.02582632926304343,0.618985599160782,0,0.341421143847487,0.6858068684223424,0
3,site02,0,trimmed_mean,0.04277202600756666,0.5335830478387854,0,0.3934142114384749,0.7724726844634601,0
3,site03,0,trimmed_mean,0.06307061462132711,0.78235074718913,0,0.8102253032928943,1.4401941938238743,0
3,site04,0,trimmed_mean,0.0825536349425704,0.7627767541670297,0,0.9341421143847487,1.664891775687928,0
3,site05,0,trimmed_mean,0.083912915430099,0.6019108901609086,0,0.8812824956672444,1.5598326776010922,0
3,site06,0,trimmed_mean,0.10201400058902155,0.8604048082463764,0,0.8119584055459272,1.433157098510139,0
3,site07,0,trimmed_mean,0.12940350241272286,1.1614192863931063,0,0.7729636048526863,1.3215819332976575,0
3,site08,0,trimmed_mean,0.14777644366915113,1.2545100132798437,0,0.7980935875216638,1.3600568741050731,0
3,site09,1,trimmed_mean,0.1526698534242541,1.2597873501177868,0,0.14991334488734837,0.25608470889787815,1
3,site10,1,trimmed_mean,0.17000067964024376,1.29910893075658,0,0.10658578856152513,0.19282742231437008,1
4,site01,0,trimmed_mean,0.02582632926304343,0.4640388461378097,0,0.30329289428076256,0.6150476521944142,0
4,site02,0,trimmed_mean,0.04277202600756666,0.45968015432786086,0,0.34055459272097055,0.6854295729821185,0
4,site03,0,trimmed_mean,0.06307061462132711,0.7285007626159816,0,0.8821490467937608,1.5660497998460194,0
4,site04,0,trimmed_mean,0.0825536349425704,0.7782495622658785,0,0.9003466204506065,1.5967870933019332,0
4,site05,0,trimmed_mean,0.083912915430099,0.6543474543305042,0,0.8934142114384749,1.5778885176858808,0
4,site06,0,trimmed_mean,0.10201400058902155,0.6716250031122033,0,0.8717504332755632,1.5353434754011037,0
4,site07,0,trimmed_mean,0.12940350241272286,1.120940594871108,0,0.8240901213171578,1.4206697627449942,0
4,site08,0,trimmed_mean,0.14777644366915113,1.400960587328507,0,0.7946273830155979,1.349025018968365,0
4,site09,1,trimmed_mean,0.1526698534242541,1.2234375893909892,0,0.12305025996533796,0.20976257725343256,1
4,site10,1,trimmed_mean,0.17000067964024376,1.2643070963975713,0,0.06672443674176777,0.1173884862825106,1
