site,round,x,f,f_lo,f_hi
all,2,-3.0,-0.918547205484693,-1.001842662998967,-0.835251747970419
all,2,-2.9000000953674316,-0.8879289945016993,-0.9684479394133887,-0.8074100495900098
all,2,-2.799999952316284,-0.8573107105191322,-0.9350531362085089,-0.7795682848297555
all,2,-2.700000047683716,-0.8266924995361384,-0.9016584126229307,-0.7517265864493462
all,2,-2.5999999046325684,-0.7960742155535714,-0.8682636094180509,-0.7238848216890919
all,2,-2.5,-0.7654560045705776,-0.8348688858324727,-0.6960431233086826
all,2,-2.4000000953674316,-0.7348377935875837,-0.8014741622468942,-0.6682014249282733
all,2,-2.299999952316284,-0.7042195096050168,-0.7680793590420145,-0.640359660168019
all,2,-2.200000047683716,-0.6736012986220229,-0.7346846354564361,-0.6125179617876096
all,2,-2.0999999046325684,-0.6429830146394558,-0.7012898322515564,-0.5846761970273553
all,2,-2.0,-0.6123648036564621,-0.667895108665978,-0.5568344986469461
all,2,-1.899999976158142,-0.5817465561736817,-0.634500345270749,-0.5289927670766142
all,2,-1.7999999523162842,-0.5511283086909012,-0.60110558187552,-0.5011510355062825
all,2,-1.7000000476837158,-0.5205100977079073,-0.5677108582899416,-0.4733093371258731
all,2,-1.600000023841858,-0.489891850225127,-0.5343160948947127,-0.4454676055555414
all,2,-1.5,-0.4592736027423465,-0.5009213314994835,-0.4176258739852095
all,2,-1.399999976158142,-0.4286553552595661,-0.46752656810425447,-0.38978414241487774
all,2,-1.2999999523162842,-0.3980371077767857,-0.43413180470902546,-0.3619424108445459
all,2,-1.2000000476837158,-0.36741889679379186,-0.4007370811234471,-0.33410071246413664
all,2,-1.100000023841858,-0.33680064931101145,-0.36734231772821807,-0.3062589808938048
all,2,-1.0,-0.30618240182823103,-0.333947554332989,-0.27841724932347306
all,2,-0.8999999761581421,-0.2755641543454506,-0.30055279093776,-0.25057551775314124
all,2,-0.800000011920929,-0.2449459251125635,-0.26715804744735633,-0.2227338027777707
all,2,-0.699999988079071,-0.21432767762978305,-0.23376328405212723,-0.19489207120743887
all,2,-0.6000000238418579,-0.18370944839689593,-0.20036854056172354,-0.16705035623206832
all,2,-0.5,-0.15309120091411552,-0.1669737771664945,-0.13920862466173653
all,2,-0.4000000059604645,-0.12247296255628175,-0.13357902372367816,-0.11136690138888534
all,2,-0.30000001192092896,-0.09185472419844797,-0.10018427028086177,-0.08352517811603416
all,2,-0.20000000298023224,-0.061236481278140874,-0.06678951186183908,-0.05568345069444267
all,2,-0.10000000149011612,-0.030618240639070437,-0.03339475593091954,-0.027841725347221336
all,2,0.0,0.0,0.0,0.0
all,2,0.10000000149011612,0.030618240639070437,0.027841725347221336,0.03339475593091954
all,2,0.20000000298023224,0.061236481278140874,0.05568345069444267,0.06678951186183908
all,2,0.30000001192092896,0.09185472419844797,0.08352517811603416,0.10018427028086177
all,2,0.4000000059604645,0.12247296255628175,0.11136690138888534,0.13357902372367816
all,2,0.5,0.15309120091411552,0.13920862466173653,0.1669737771664945
all,2,0.6000000238418579,0.18370944839689593,0.16705035623206832,0.20036854056172354
all,2,0.699999988079071,0.21432767762978305,0.19489207120743887,0.23376328405212723
all,2,0.800000011920929,0.2449459251125635,0.2227338027777707,0.26715804744735633
all,2,0.8999999761581421,0.2755641543454506,0.25057551775314124,0.30055279093776
all,2,1.0,0.30618240182823103,0.27841724932347306,0.333947554332989
all,2,1.100000023841858,0.33680064931101145,0.3062589808938048,0.36734231772821807
all,2,1.2000000476837158,0.36741889679379186,0.33410071246413664,0.4007370811234471
all,2,1.2999999523162842,0.3980371077767857,0.3619424108445459,0.43413180470902546
all,2,1.399999976158142,0.4286553552595661,0.38978414241487774,0.46752656810425447
all,2,1.5,0.4592736027423465,0.4176258739852095,0.5009213314994835
all,2,1.600000023841858,0.489891850225127,0.4454676055555414,0.5343160948947127
all,2,1.7000000476837158,0.5205100977079073,0.4733093371258731,0.5677108582899416
all,2,1.7999999523162842,0.5511283086909012,0.5011510355062825,0.60110558187552
all,2,1.899999976158142,0.5817465561736817,0.5289927670766142,0.634500345270749
all,2,2.0,0.6123648036564621,0.5568344986469461,0.667895108665978
all,2,2.0999999046325684,0.6429830146394558,0.5846761970273553,0.7012898322515564
all,2,2.200000047683716,0.6736012986220229,0.6125179617876096,0.7346846354564361
all,2,2.299999952316284,0.7042195096050168,0.640359660168019,0.7680793590420145
all,2,2.4000000953674316,0.7348377935875837,0.6682014249282733,0.8014741622468942
all,2,2.5,0.7654560045705776,0.6960431233086826,0.8348688858324727
all,2,2.5999999046325684,0.7960742155535714,0.7238848216890919,0.8682636094180509
all,2,2.700000047683716,0.8266924995361384,0.7517265864493462,0.9016584126229307
all,2,2.799999952316284,0.8573107105191322,0.7795682848297555,0.9350531362085089
all,2,2.9000000953674316,0.8879289945016993,0.8074100495900098,0.9684479394133887
all,2,3.0,0.918547205484693,0.835251747970419,1.001842662998967
