site,round,stage,n_train,n_test,loss,mse,mae,r2
site01,0,global,1140,286,1.4559080600738523,1.4559080600738523,0.9425933361053468,-0.1017035245895385
site01,0,local,1140,286,1.259540557861328,1.259540557861328,0.8797813653945923,0.0468901395797729
site01,1,global,1140,286,1.226378321647644,1.226378321647644,0.8780972361564636,0.0719844102859497
site01,1,local,1140,286,1.215592622756958,1.215592622756958,0.8750765323638916,0.0801461338996887
site01,2,global,1140,286,1.2272487878799438,1.2272487878799438,0.8771669864654541,0.0713257193565368
site01,2,local,1140,286,1.2250230312347412,1.2250230312347412,0.8751931190490723,0.073009967803955
site01,3,global,1140,286,1.2301225662231443,1.2301225662231443,0.8759441375732422,0.0691511034965515
site01,3,local,1140,286,1.2343387603759766,1.2343387603759766,0.8753064274787903,0.0659607052803039
site01,4,global,1140,286,1.225696325302124,1.225696325302124,0.8771427869796753,0.072500467300415
site01,4,local,1140,286,1.2322341203689575,1.2322341203689575,0.8754177689552307,0.0675533413887023
site02,0,global,1888,473,1.2809250354766846,1.2809250354766846,0.9097283482551576,-0.0295143127441406
site02,0,local,1888,473,1.1381434202194214,1.1381434202194214,0.8516523241996765,0.0852432250976562
site02,1,global,1888,473,1.148474097251892,1.148474097251892,0.8521401882171631,0.0769401788711547
site02,1,local,1888,473,1.1390608549118042,1.1390608549118042,0.8499961495399475,0.0845059156417846
site02,2,global,1888,473,1.1445430517196655,1.1445430517196655,0.8508636355400085,0.0800997018814086
site02,2,local,1888,473,1.138262152671814,1.138262152671814,0.8490947484970093,0.0851477980613708
site02,3,global,1888,473,1.1395586729049685,1.1395586729049685,0.849618136882782,0.0841057896614074
site02,3,local,1888,473,1.1374813318252563,1.1374813318252563,0.8488964438438416,0.0857753157615661
site02,4,global,1888,473,1.1442971229553225,1.1442971229553225,0.8510518670082092,0.0802972912788391
site02,4,local,1888,473,1.1362332105636597,1.1362332105636597,0.8484311103820801,0.0867785215377807
site03,0,global,2784,696,1.3915349245071411,1.3915349245071411,0.945618748664856,-0.0395458936691284
site03,0,local,2784,696,1.2271939516067505,1.2271939516067505,0.8860700130462646,0.0832249522209167
site03,1,global,2784,696,1.2331770658493042,1.2331770658493042,0.8904727697372437,0.0787553191184997
site03,1,local,2784,696,1.2352845668792725,1.2352845668792725,0.8919928669929504,0.0771809220314025
site03,2,global,2784,696,1.2298688888549805,1.2298688888549805,0.8886538147926331,0.081226646900177
site03,2,local,2784,696,1.2284375429153442,1.2284375429153442,0.8886010050773621,0.0822959542274475
site03,3,global,2784,696,1.2275326251983645,1.2275326251983645,0.8880786299705505,0.0829720497131347
site03,3,local,2784,696,1.2297438383102417,1.2297438383102417,0.8883103728294373,0.0813201069831848
site03,4,global,2784,696,1.230627179145813,1.230627179145813,0.889905571937561,0.0806602239608764
site03,4,local,2784,696,1.243781328201294,1.243781328201294,0.8942839503288269,0.0708333849906921
site04,0,global,3644,912,1.293734073638916,1.293734073638916,0.9093856811523438,-0.040859580039978
site04,0,local,3644,912,1.1447765827178955,1.1447765827178955,0.8500862717628479,0.0789825320243835
site04,1,global,3644,912,1.1481202840805054,1.1481202840805054,0.8514654636383057,0.0762923955917358
site04,1,local,3644,912,1.1526837348937988,1.1526837348937988,0.8519331216812134,0.0726209282875061
site04,2,global,3644,912,1.1461632251739502,1.1461632251739502,0.8506200313568115,0.0778669118881225
site04,2,local,3644,912,1.1664321422576904,1.1664321422576904,0.8603653311729431,0.0615597963333129
site04,3,global,3644,912,1.143926739692688,1.143926739692688,0.850024402141571,0.079666256904602
site04,3,local,3644,912,1.1447842121124268,1.1447842121124268,0.8497152328491211,0.0789763927459716
site04,4,global,3644,912,1.1468262672424316,1.1468262672424316,0.8512654900550842,0.0773335099220275
site04,4,local,3644,912,1.164259433746338,1.164259433746338,0.8594818711280823,0.0633078813552856
site05,0,global,3704,927,1.2866668701171875,1.2866668701171875,0.9103454351425172,-0.0564640760421752
site05,0,local,3704,927,1.115721344947815,1.115721344947815,0.842528223991394,0.0838969349861145
