site,round,malicious,attacking,update_norm,sent_norm,client_clipped,update_cos,mia_auc
site01,0,0,0,1.3745806174902755,36.32090448658997,1,-0.0173311010666885,
site02,0,0,0,1.4470680094676989,21.01515124756266,1,-0.058345296456263,
site03,0,0,0,1.7837230659006125,14.766391230278762,1,-0.0119272253522494,
site04,0,0,0,1.9637374746395129,10.85125355500418,1,-0.0064899726256794,
site05,0,0,0,1.8752972261028027,10.782391733391409,1,-0.0019408771327959,
site06,0,0,0,1.895306841663194,9.198340474452516,1,0.0143876641438382,
site07,0,0,0,2.072985884868806,7.002573662353688,1,0.0243032119412355,
site08,0,0,0,2.068503427626396,6.230550542935676,1,0.0708559550919074,
site09,0,0,0,2.127981893567994,5.9466195938654725,1,0.0194160490173334,
site10,0,0,0,2.295760280236388,5.233165527475108,1,-0.0004548199569759,
site01,1,0,0,1.0017189879065815,36.1634016761265,1,-0.030685701521201,
site02,1,0,0,1.051647523925751,20.77501022645033,1,0.0125860312934685,
site03,1,0,0,1.296490518933558,13.82740008453922,1,-0.0067413157484804,
site04,1,0,0,1.3877455883023624,11.349061012563547,1,-0.00344075292389,
site05,1,0,0,1.3342550180215265,10.943021857384275,1,0.0022430351360251,
site06,1,0,0,1.3312988331762494,9.116871826405909,1,-0.0079149863505045,
site07,1,0,0,1.5854170759071402,7.001079209680968,1,-0.0075574515891103,
site08,1,0,0,1.7211516707500651,6.206237710786997,1,0.0093113242660275,
site09,1,0,0,1.7721363901259894,6.013931800439679,1,-0.0175949667644704,
site10,1,0,0,1.7527084174589906,5.299060990297024,1,0.0474373810263232,
site01,2,0,0,1.0723206460339043,35.10976188998174,1,-0.0200271633748534,
site02,2,0,0,1.224118456425635,20.967381835339307,1,-0.0025503666982156,
site03,2,0,0,1.305290140699891,14.356655902775174,1,-0.0091071270341703,
site04,2,0,0,1.2817646133753189,11.411158810882045,1,-0.0077022062300212,
site05,2,0,0,1.287874390681604,10.621716131073688,1,0.0064199578533071,
site06,2,0,0,1.4778677115949723,9.183770485374325,1,-0.0172083158952611,
site07,2,0,0,1.6629114068080626,7.449249763128913,1,-0.024184266800799,
site08,2,0,0,1.8245122677968777,6.252545577659432,1,0.0284189952366374,
site09,2,0,0,1.9859924249368128,5.826235225582253,1,0.0090246134402985,
site10,2,0,0,1.762076006702535,5.320314763274578,1,0.0458172825716323,
site01,3,0,0,0.8958497633980427,34.291360384355805,1,-0.0106717830888666,
site02,3,0,0,1.0031529615717474,20.890789133354343,1,0.0071439140074152,
site03,3,0,0,1.2464325436569894,14.681793856533,1,-0.0614817107744284,
site04,3,0,0,1.2080928145209608,11.117338648708376,1,0.0337604337337845,
site05,3,0,0,1.284196738330314,10.99352692582838,1,-0.0398379539670729,
site06,3,0,0,1.191302409319663,8.945603198605363,1,-0.0227022770484214,
site07,3,0,0,1.499347072103971,7.295615334789208,1,0.0606323092377352,
site08,3,0,0,1.4208678049867236,6.341241686907399,1,0.0262279437232355,
site09,3,0,0,1.3634228574736518,5.7805215155376,1,-0.0600383691716639,
site10,3,0,0,1.5396616304327713,5.340993843402294,1,0.0333893992655976,
site01,4,0,0,0.7122073401106611,35.432441790836265,1,0.036614699120148,
site02,4,0,0,0.8825705445997717,20.65037547750916,1,0.018869101866045,
site03,4,0,0,1.0957998043208497,15.236384283360056,1,-0.0508796291153786,
site04,4,0,0,1.1234685696281417,11.393934342393283,1,0.0195974524351209,
site05,4,0,0,1.35603130067386,11.112598308595322,1,-0.0233301736724426,
site06,4,0,0,1.1536010279728006,9.151058788309694,1,0.0706397527192804,
site07,4,0,0,1.4796473765279148,6.985665662208368,1,-0.0259437781337872,
site08,4,0,0,1.3162379233889476,6.507003232817575,1,-0.0332509635493539,
site09,4,0,0,1.3750512916734785,6.0527783949418135,1,0.0527786967358836,
site10,4,0,0,1.494337744446222,5.433051629398713,1,0.0103345964303293,
