site,round,stage,n_train,n_test,loss,mse,mae,r2,fs_r2,xhat_sd
site01,0,global,1140,286,1.4352004528045654,1.4352004528045654,0.9511387944221495,-0.0549118518829345,0.0217035588937736,0.3707268238067627
site01,0,local,1140,286,1.2385920286178589,1.2385920286178589,0.8804539442062378,0.0896008014678955,0.0217035588937736,0.3707268238067627
site01,1,global,1140,286,1.3205395936965942,1.3205395936965942,0.9087974429130554,0.0293670892715454,0.0217035588937736,0.3707268238067627
site01,1,local,1140,286,1.2185837030410769,1.2185837030410769,0.8812699913978577,0.1043074131011962,0.0217035588937736,0.3707268238067627
site01,2,global,1140,286,1.2733107805252075,1.2733107805252075,0.9094316959381104,0.0640815496444702,0.0217035588937736,0.3707268238067627
site01,2,local,1140,286,1.2300163507461548,1.2300163507461548,0.8806279301643372,0.0959041714668273,0.0217035588937736,0.3707268238067627
site01,3,global,1140,286,1.369369387626648,1.369369387626648,0.914505422115326,-0.0065242052078247,0.0217035588937736,0.3707268238067627
site01,3,local,1140,286,1.2601608037948608,1.2601608037948608,0.8882836699485779,0.0737470984458923,0.0217035588937736,0.3707268238067627
site01,4,global,1140,286,1.2572877407073977,1.2572877407073977,0.9095449447631836,0.0758588910102844,0.0217035588937736,0.3707268238067627
site01,4,local,1140,286,1.2490835189819336,1.2490835189819336,0.8913877010345459,0.0818892121315002,0.0217035588937736,0.3707268238067627
site01,5,global,1140,286,1.2550839185714722,1.2550839185714722,0.9133386015892028,0.0774787664413452,0.0217035588937736,0.3707268238067627
site02,0,global,1888,473,1.493700385093689,1.493700385093689,0.9716184139251708,-0.0908247232437133,0.0927251568912539,0.3264499604701996
site02,0,local,1888,473,1.1518778800964355,1.1518778800964355,0.8548084497451782,0.1588025689125061,0.0927251568912539,0.3264499604701996
site02,1,global,1888,473,1.2701526880264282,1.2701526880264282,0.8974369764328003,0.0724284052848815,0.0927251568912539,0.3264499604701996
site02,1,local,1888,473,1.1414021253585815,1.1414021253585815,0.8513233661651611,0.1664528846740722,0.0927251568912539,0.3264499604701996
site02,2,global,1888,473,1.324981451034546,1.324981451034546,0.9170262813568116,0.0323878526687622,0.0927251568912539,0.3264499604701996
site02,2,local,1888,473,1.1523581743240356,1.1523581743240356,0.8566152453422546,0.1584517955780029,0.0927251568912539,0.3264499604701996
site02,3,global,1888,473,1.210372805595398,1.210372805595398,0.8829246163368225,0.1160846948623657,0.0927251568912539,0.3264499604701996
site02,3,local,1888,473,1.1675530672073364,1.1675530672073364,0.8617188334465027,0.1473551988601684,0.0927251568912539,0.3264499604701996
site02,4,global,1888,473,1.242272973060608,1.242272973060608,0.8900281190872192,0.0927885770797729,0.0927251568912539,0.3264499604701996
site02,4,local,1888,473,1.1994212865829468,1.1994212865829468,0.8759321570396423,0.1240823864936828,0.0927251568912539,0.3264499604701996
site02,5,global,1888,473,1.2949140071868896,1.2949140071868896,0.9120997190475464,0.0543456673622131,0.0927251568912539,0.3264499604701996
site03,0,global,2784,696,1.5035775899887085,1.5035775899887085,0.9824946522712708,-0.0643748044967651,0.0630619951046852,0.2924663722515106
site03,0,local,2784,696,1.2290979623794556,1.2290979623794556,0.8901721239089966,0.1299279332160949,0.0630619951046852,0.2924663722515106
site03,1,global,2784,696,1.315784573554993,1.315784573554993,0.9178743958473206,0.0685629248619079,0.0630619951046852,0.2924663722515106
site03,1,local,2784,696,1.231360912322998,1.231360912322998,0.8897404074668884,0.1283259391784668,0.0630619951046852,0.2924663722515106
site03,2,global,2784,696,1.3389041423797607,1.3389041423797607,0.9281102418899536,0.0521966218948364,0.0630619951046852,0.2924663722515106
site03,2,local,2784,696,1.227004885673523,1.227004885673523,0.8885490894317627,0.1314096450805664,0.0630619951046852,0.2924663722515106
site03,3,global,2784,696,1.2846122980117798,1.2846122980117798,0.9125282168388368,0.0906296372413635,0.0630619951046852,0.2924663722515106
site03,3,local,2784,696,1.233676791191101,1.233676791191101,0.8854766488075256,0.1266865730285644,0.0630619951046852,0.2924663722515106
site03,4,global,2784,696,1.2755954265594482,1.2755954265594482,0.9092432856559752,0.0970125794410705,0.0630619951046852,0.2924663722515106
site03,4,local,2784,696,1.2431944608688354,1.2431944608688354,0.8941195011138916,0.1199491024017334,0.0630619951046852,0.2924663722515106
site03,5,global,2784,696,1.29387629032135,1.29387629032135,0.9100287556648254,0.0840716361999511,0.0630619951046852,0.2924663722515106
site04,0,global,3644,912,1.4815456867218018,1.4815456867218018,0.9676995277404784,-0.0772404670715332,0.080704962135807,0.2982235848903656
site04,0,local,3644,912,1.1505671739578247,1.1505671739578247,0.8542174696922302,0.1634159684181213,0.080704962135807,0.2982235848903656
site04,1,global,3644,912,1.2730823755264282,1.2730823755264282,0.8995798826217651,0.074334442615509,0.080704962135807,0.2982235848903656
site04,1,local,3644,912,1.1513794660568235,1.1513794660568235,0.8527812361717224,0.162825345993042,0.080704962135807,0.2982235848903656
site04,2,global,3644,912,1.3103253841400146,1.3103253841400146,0.9144545197486876,0.0472549200057983,0.080704962135807,0.2982235848903656
site04,2,local,3644,912,1.1668806076049805,1.1668806076049805,0.8590171337127686,0.1515544056892395,0.080704962135807,0.2982235848903656
site04,3,global,3644,912,1.2182637453079224,1.2182637453079224,0.883501410484314,0.1141934394836425,0.080704962135807,0.2982235848903656
site04,3,local,3644,912,1.1675896644592283,1.1675896644592283,0.8611831665039062,0.1510388255119323,0.080704962135807,0.2982235848903656
site04,4,global,3644,912,1.2108819484710691,1.2108819484710691,0.8820755481719971,0.1195607781410217,0.080704962135807,0.2982235848903656
site04,4,local,3644,912,1.1684430837631226,1.1684430837631226,0.8619697690010071,0.1504182815551757,0.080704962135807,0.2982235848903656
site04,5,global,3644,912,1.2520716190338137,1.2520716190338137,0.8977699875831604,0.089611530303955,0.080704962135807,0.2982235848903656
site05,0,global,3704,927,1.4363222122192385,1.4363222122192385,0.9458153247833252,-0.0723249912261962,0.048591688837573,0.2728365957736969
site05,0,local,3704,927,1.139824151992798,1.139824151992798,0.8538011312484741,0.1490336656570434,0.048591688837573,0.2728365957736969
site05,1,global,3704,927,1.243058681488037,1.243058681488037,0.8840693235397339,0.0719610452651977,0.048591688837573,0.2728365957736969
site05,1,local,3704,927,1.1164298057556152,1.1164298057556152,0.8403595685958862,0.1664993166923523,0.048591688837573,0.2728365957736969
site05,2,global,3704,927,1.258238673210144,1.258238673210144,0.8871949315071106,0.0606281161308288,0.048591688837573,0.2728365957736969
site05,2,local,3704,927,1.1212791204452517,1.1212791204452517,0.8409481644630432,0.1628788709640503,0.048591688837573,0.2728365957736969
site05,3,global,3704,927,1.1929835081100464,1.1929835081100464,0.872834324836731,0.1093460321426391,0.048591688837573,0.2728365957736969
site05,3,local,3704,927,1.1226518154144287,1.1226518154144287,0.8437530398368835,0.161854088306427,0.048591688837573,0.2728365957736969
site05,4,global,3704,927,1.1570478677749634,1.1570478677749634,0.8596187233924866,0.1361747980117797,0.048591688837573,0.2728365957736969
site05,4,local,3704,927,1.1268510818481443,1.1268510818481443,0.8440669775009155,0.158719003200531,0.048591688837573,0.2728365957736969
site05,5,global,3704,927,1.20162034034729,1.20162034034729,0.8741075396537781,0.1028979420661926,0.048591688837573,0.2728365957736969
site06,0,global,4503,1126,1.543152093887329,1.543152093887329,0.9983181357383728,-0.0675786733627319,0.0426912030400241,0.2053330838680267
site06,0,local,4503,1126,1.2417768239974976,1.2417768239974976,0.8978651762008667,0.1409178376197815,0.0426912030400241,0.2053330838680267
site06,1,global,4503,1126,1.34568190574646,1.34568190574646,0.9390051960945128,0.0690345764160156,0.0426912030400241,0.2053330838680267
site06,1,local,4503,1126,1.23298978805542,1.23298978805542,0.8944450616836548,0.1469969153404235,0.0426912030400241,0.2053330838680267
site06,2,global,4503,1126,1.3661682605743408,1.3661682605743408,0.9342606663703918,0.0548617839813232,0.0426912030400241,0.2053330838680267
site06,2,local,4503,1126,1.2385083436965942,1.2385083436965942,0.8980506658554077,0.1431790590286255,0.0426912030400241,0.2053330838680267
site06,3,global,4503,1126,1.3198673725128174,1.3198673725128174,0.9321622848510742,0.0868934988975524,0.0426912030400241,0.2053330838680267
site06,3,local,4503,1126,1.2479819059371948,1.2479819059371948,0.9006420969963074,0.136625051498413,0.0426912030400241,0.2053330838680267
site06,4,global,4503,1126,1.2825366258621216,1.2825366258621216,0.9091785550117492,0.1127195358276367,0.0426912030400241,0.2053330838680267
site06,4,local,4503,1126,1.249232053756714,1.249232053756714,0.8997491002082825,0.1357602477073669,0.0426912030400241,0.2053330838680267
site06,5,global,4503,1126,1.3080488443374634,1.3080488443374634,0.9141266942024232,0.0950697660446167,0.0426912030400241,0.2053330838680267
site07,0,global,5712,1429,1.2538237571716309,1.2538237571716309,0.8958879709243774,-0.0603854656219482,0.1327346101369243,0.369501531124115
site07,0,local,5712,1429,1.0733346939086914,1.0733346939086914,0.8301205039024353,0.0922579765319824,0.1327346101369243,0.369501531124115
site07,1,global,5712,1429,1.1060274839401243,1.1060274839401243,0.8467049598693848,0.0646089315414428,0.1327346101369243,0.369501531124115
site07,1,local,5712,1429,1.0396955013275146,1.0396955013275146,0.8155875205993652,0.1207073330879211,0.1327346101369243,0.369501531124115
site07,2,global,5712,1429,1.1118732690811155,1.1118732690811155,0.8441019654273987,0.059665024280548,0.1327346101369243,0.369501531124115
site07,2,local,5712,1429,1.04738450050354,1.04738450050354,0.817263126373291,0.1142046451568603,0.1327346101369243,0.369501531124115
site07,3,global,5712,1429,1.1365965604782104,1.1365965604782104,0.854253351688385,0.0387560129165649,0.1327346101369243,0.369501531124115
site07,3,local,5712,1429,1.0525702238082886,1.0525702238082886,0.8194753527641296,0.1098189353942871,0.1327346101369243,0.369501531124115
site07,4,global,5712,1429,1.0854172706604004,1.0854172706604004,0.8335830569267273,0.082039475440979,0.1327346101369243,0.369501531124115
site07,4,local,5712,1429,1.071504831314087,1.071504831314087,0.8298813104629517,0.0938054919242858,0.1327346101369243,0.369501531124115
site07,5,global,5712,1429,1.100282907485962,1.100282907485962,0.8379740715026855,0.0694673061370849,0.1327346101369243,0.369501531124115
site08,0,global,6523,1631,1.445175051689148,1.445175051689148,0.9462652802467346,-0.0664933919906616,0.1721204910108354,0.4404027163982391
site08,0,local,6523,1631,1.156582593917847,1.156582593917847,0.8547680377960205,0.1464787125587463,0.1721204910108354,0.4404027163982391
site08,1,global,6523,1631,1.2494906187057495,1.2494906187057495,0.8854372501373291,0.0779155492782592,0.1721204910108354,0.4404027163982391
site08,1,local,6523,1631,1.1448925733566284,1.1448925733566284,0.8490718603134155,0.1551056504249572,0.1721204910108354,0.4404027163982391
site08,2,global,6523,1631,1.280499815940857,1.280499815940857,0.8999915719032288,0.0550317764282226,0.1721204910108354,0.4404027163982391
site08,2,local,6523,1631,1.1447126865386963,1.1447126865386963,0.8482683300971985,0.1552383303642273,0.1721204910108354,0.4404027163982391
site08,3,global,6523,1631,1.2221765518188477,1.2221765518188477,0.8679561614990234,0.0980725288391113,0.1721204910108354,0.4404027163982391
site08,3,local,6523,1631,1.1485605239868164,1.1485605239868164,0.8505930304527283,0.1523987650871276,0.1721204910108354,0.4404027163982391
site08,4,global,6523,1631,1.2117021083831787,1.2117021083831787,0.8763378262519836,0.105802297592163,0.1721204910108354,0.4404027163982391
site08,4,local,6523,1631,1.154823899269104,1.154823899269104,0.8552369475364685,0.1477765440940857,0.1721204910108354,0.4404027163982391
site08,5,global,6523,1631,1.2456313371658323,1.2456313371658323,0.8909016847610474,0.0807635784149169,0.1721204910108354,0.4404027163982391
site09,0,global,6739,1685,1.2850033044815063,1.2850033044815063,0.9013632535934448,-0.0616066455841064,0.0352690201469616,0.2022626996040344
