site,round,x,f
site01,0,-3.0,0.2478399276733398
site01,0,-2.900000095367432,0.2367085218429565
site01,0,-2.799999952316284,0.2255771458148956
site01,0,-2.700000047683716,0.2144456803798675
site01,0,-2.5999999046325684,0.2033143639564514
site01,0,-2.5,0.1921829581260681
site01,0,-2.400000095367432,0.1810516119003296
site01,0,-2.299999952316284,0.1699202358722686
site01,0,-2.200000047683716,0.1587905883789062
site01,0,-2.0999999046325684,0.1468941867351532
site01,0,-2.0,0.1350238621234893
site01,0,-1.899999976158142,0.1228027045726776
site01,0,-1.7999999523162842,0.1105815917253494
site01,0,-1.7000000476837158,0.0983604490756988
site01,0,-1.600000023841858,0.0866073668003082
site01,0,-1.5,0.0742546766996383
site01,0,-1.399999976158142,0.0622467994689941
site01,0,-1.2999999523162842,0.0502389520406723
site01,0,-1.2000000476837158,0.0384526848793029
site01,0,-1.100000023841858,0.026366963982582
site01,0,-1.0,0.0113942697644233
site01,0,-0.8999999761581421,-0.0032364651560783
site01,0,-0.800000011920929,-0.0168651118874549
site01,0,-0.699999988079071,-0.0274063646793365
site01,0,-0.6000000238418579,-0.0339335799217224
site01,0,-0.5,-0.0358622968196868
site01,0,-0.4000000059604645,-0.0377910137176513
site01,0,-0.3000000119209289,-0.0368486940860748
site01,0,-0.2000000029802322,-0.0242055803537368
site01,0,-0.1000000014901161,-0.0105639621615409
site01,0,0.0,0.0010045617818832
site01,0,0.1000000014901161,0.0097807943820953
site01,0,0.2000000029802322,0.0216176509857177
site01,0,0.3000000119209289,0.0409592986106872
site01,0,0.4000000059604645,0.0629121363162994
site01,0,0.5,0.0874271392822265
site01,0,0.6000000238418579,0.1084648221731185
site01,0,0.699999988079071,0.1248142570257186
site01,0,0.800000011920929,0.1398195922374725
site01,0,0.8999999761581421,0.1576738655567169
site01,0,1.0,0.1772862374782562
site01,0,1.100000023841858,0.1956855356693267
site01,0,1.2000000476837158,0.2132392823696136
site01,0,1.2999999523162842,0.2285490036010742
site01,0,1.399999976158142,0.2461117208003997
site01,0,1.5,0.2645966112613678
site01,0,1.600000023841858,0.2854130268096924
site01,0,1.7000000476837158,0.3062294423580169
site01,0,1.7999999523162842,0.3273587226867676
site01,0,1.899999976158142,0.3495701551437378
site01,0,2.0,0.3717816770076751
site01,0,2.0999999046325684,0.3941953480243683
site01,0,2.200000047683716,0.4166912138462066
site01,0,2.299999952316284,0.4395568668842315
site01,0,2.400000095367432,0.461776465177536
site01,0,2.5,0.4839959442615509
site01,0,2.5999999046325684,0.5064053535461426
site01,0,2.700000047683716,0.5288583040237427
site01,0,2.799999952316284,0.5513112545013428
site01,0,2.900000095367432,0.5737642049789429
site01,0,3.0,0.5962170362472534
site01,1,-3.0,-1.736178636550903
site01,1,-2.900000095367432,-1.6724047660827637
site01,1,-2.799999952316284,-1.6086307764053345
site01,1,-2.700000047683716,-1.5448570251464844
site01,1,-2.5999999046325684,-1.4810830354690552
site01,1,-2.5,-1.417309284210205
site01,1,-2.400000095367432,-1.3535354137420654
site01,1,-2.299999952316284,-1.2897615432739258
site01,1,-2.200000047683716,-1.225987672805786
site01,1,-2.0999999046325684,-1.162213683128357
site01,1,-2.0,-1.0984398126602173
site01,1,-1.899999976158142,-1.0346660614013672
site01,1,-1.7999999523162842,-0.9691160917282104
site01,1,-1.7000000476837158,-0.8981072902679443
site01,1,-1.600000023841858,-0.8270982503890991
site01,1,-1.5,-0.7608584761619568
site01,1,-1.399999976158142,-0.6953743696212769
site01,1,-1.2999999523162842,-0.6298902034759521
site01,1,-1.2000000476837158,-0.5644060969352722
site01,1,-1.100000023841858,-0.5009678602218628
site01,1,-1.0,-0.4391040802001953
site01,1,-0.8999999761581421,-0.3807301223278045
site01,1,-0.800000011920929,-0.3200885653495788
site01,1,-0.699999988079071,-0.2411291599273681
site01,1,-0.6000000238418579,-0.1562066823244094
site01,1,-0.5,-0.063474141061306
site01,1,-0.4000000059604645,0.0283973142504692
site01,1,-0.3000000119209289,0.1239512488245964
site01,1,-0.2000000029802322,0.2152228355407714
site01,1,-0.1000000014901161,0.2971920669078827
site01,1,0.0,0.3740189671516418
site01,1,0.1000000014901161,0.4455125629901886
site01,1,0.2000000029802322,0.5112771391868591
site01,1,0.3000000119209289,0.5748500227928162
site01,1,0.4000000059604645,0.6445896625518799
site01,1,0.5,0.7214366793632507
site01,1,0.6000000238418579,0.7977228760719299
site01,1,0.699999988079071,0.8757853507995605
site01,1,0.800000011920929,0.945486068725586
site01,1,0.8999999761581421,1.009706974029541
site01,1,1.0,1.0733073949813845
site01,1,1.100000023841858,1.1366889476776123
site01,1,1.2000000476837158,1.1981678009033203
site01,1,1.2999999523162842,1.2596464157104492
site01,1,1.399999976158142,1.3243484497070312
site01,1,1.5,1.3926129341125488
site01,1,1.600000023841858,1.4608769416809082
site01,1,1.7000000476837158,1.5291460752487185
site01,1,1.7999999523162842,1.599608063697815
site01,1,1.899999976158142,1.6700700521469116
site01,1,2.0,1.7405320405960083
site01,1,2.0999999046325684,1.810994029045105
site01,1,2.200000047683716,1.8814561367034912
site01,1,2.299999952316284,1.951918125152588
site01,1,2.400000095367432,2.022380113601685
site01,1,2.5,2.092841863632202
site01,1,2.5999999046325684,2.163304090499878
site01,1,2.700000047683716,2.2337663173675537
site01,1,2.799999952316284,2.3042328357696533
site01,1,2.900000095367432,2.374728202819824
site01,1,3.0,2.445223331451416
site01,2,-3.0,-1.7629324197769165
site01,2,-2.900000095367432,-1.6997277736663818
site01,2,-2.799999952316284,-1.6365233659744265
site01,2,-2.700000047683716,-1.5733188390731812
site01,2,-2.5999999046325684,-1.510114312171936
site01,2,-2.5,-1.446909785270691
site01,2,-2.400000095367432,-1.3837052583694458
site01,2,-2.299999952316284,-1.320500731468201
site01,2,-2.200000047683716,-1.2572963237762451
site01,2,-2.0999999046325684,-1.1940916776657104
site01,2,-2.0,-1.1308872699737549
site01,2,-1.899999976158142,-1.0676826238632202
site01,2,-1.7999999523162842,-1.0015813112258911
site01,2,-1.7000000476837158,-0.9324963092803956
site01,2,-1.600000023841858,-0.8634113073348999
site01,2,-1.5,-0.795953631401062
site01,2,-1.399999976158142,-0.7334012985229492
site01,2,-1.2999999523162842,-0.6708488464355469
site01,2,-1.2000000476837158,-0.6082966327667236
site01,2,-1.100000023841858,-0.5490944385528564
site01,2,-1.0,-0.4901596307754516
site01,2,-0.8999999761581421,-0.4334817230701446
site01,2,-0.800000011920929,-0.3719136118888855
site01,2,-0.699999988079071,-0.3034740090370178
site01,2,-0.6000000238418579,-0.2276386022567749
site01,2,-0.5,-0.1526898294687271
site01,2,-0.4000000059604645,-0.0758307501673698
site01,2,-0.3000000119209289,-0.0151606649160385
site01,2,-0.2000000029802322,0.040071964263916
site01,2,-0.1000000014901161,0.1035495698451995
site01,2,0.0,0.1717059314250946
site01,2,0.1000000014901161,0.2393510043621063
site01,2,0.2000000029802322,0.305066168308258
site01,2,0.3000000119209289,0.3702451288700104
site01,2,0.4000000059604645,0.4362108409404754
site01,2,0.5,0.5096629858016968
site01,2,0.6000000238418579,0.5818818807601929
site01,2,0.699999988079071,0.6543207168579102
site01,2,0.800000011920929,0.7231501340866089
site01,2,0.8999999761581421,0.7837849855422974
site01,2,1.0,0.840846061706543
site01,2,1.100000023841858,0.8979071378707886
site01,2,1.2000000476837158,0.9523855447769164
site01,2,1.2999999523162842,1.005991816520691
site01,2,1.399999976158142,1.059598088264465
site01,2,1.5,1.117645025253296
site01,2,1.600000023841858,1.1758732795715332
site01,2,1.7000000476837158,1.2341015338897705
site01,2,1.7999999523162842,1.2923296689987185
site01,2,1.899999976158142,1.350687861442566
site01,2,2.0,1.4091006517410278
site01,2,2.0999999046325684,1.4675133228302002
site01,2,2.200000047683716,1.5259262323379517
site01,2,2.299999952316284,1.5843387842178345
site01,2,2.400000095367432,1.6427518129348757
site01,2,2.5,1.7011643648147583
site01,2,2.5999999046325684,1.7595771551132202
site01,2,2.700000047683716,1.817990064620972
site01,2,2.799999952316284,1.876402735710144
site01,2,2.900000095367432,1.934815526008606
site01,2,3.0,1.993228316307068
site01,3,-3.0,-1.7370330095291138
site01,3,-2.900000095367432,-1.6792843341827393
site01,3,-2.799999952316284,-1.6215354204177856
site01,3,-2.700000047683716,-1.5637867450714111
site01,3,-2.5999999046325684,-1.5060378313064575
site01,3,-2.5,-1.4468461275100708
site01,3,-2.400000095367432,-1.3866755962371826
site01,3,-2.299999952316284,-1.3265050649642944
site01,3,-2.200000047683716,-1.2663347721099854
site01,3,-2.0999999046325684,-1.2061641216278076
site01,3,-2.0,-1.145993709564209
site01,3,-1.899999976158142,-1.0858231782913208
site01,3,-1.7999999523162842,-1.0221644639968872
site01,3,-1.7000000476837158,-0.9566419124603271
site01,3,-1.600000023841858,-0.8911192417144775
site01,3,-1.5,-0.8273777961730957
site01,3,-1.399999976158142,-0.7685357332229614
site01,3,-1.2999999523162842,-0.7096936702728271
site01,3,-1.2000000476837158,-0.6511812806129456
site01,3,-1.100000023841858,-0.5942007899284363
site01,3,-1.0,-0.537079930305481
site01,3,-0.8999999761581421,-0.4873564541339874
site01,3,-0.800000011920929,-0.4317129850387573
site01,3,-0.699999988079071,-0.3706330060958862
site01,3,-0.6000000238418579,-0.3039055168628692
site01,3,-0.5,-0.2447720319032669
site01,3,-0.4000000059604645,-0.1876264363527298
site01,3,-0.3000000119209289,-0.1334490776062011
site01,3,-0.2000000029802322,-0.0746577680110931
site01,3,-0.1000000014901161,-0.0132168382406234
site01,3,0.0,0.0503199398517608
site01,3,0.1000000014901161,0.1102915108203888
site01,3,0.2000000029802322,0.1699006259441375
site01,3,0.3000000119209289,0.2276589274406433
site01,3,0.4000000059604645,0.2866392433643341
site01,3,0.5,0.3557886183261871
site01,3,0.6000000238418579,0.4227143824100494
site01,3,0.699999988079071,0.4779471457004547
site01,3,0.800000011920929,0.5327916145324707
site01,3,0.8999999761581421,0.587338924407959
site01,3,1.0,0.639208197593689
site01,3,1.100000023841858,0.6895073652267456
site01,3,1.2000000476837158,0.7384361028671265
site01,3,1.2999999523162842,0.7863032817840576
site01,3,1.399999976158142,0.8341705799102783
site01,3,1.5,0.8836699724197388
site01,3,1.600000023841858,0.9355509281158448
site01,3,1.7000000476837158,0.9874318838119508
site01,3,1.7999999523162842,1.0393128395080566
site01,3,1.899999976158142,1.091193675994873
site01,3,2.0,1.1431379318237305
site01,3,2.0999999046325684,1.1950875520706177
site01,3,2.200000047683716,1.247031331062317
site01,3,2.299999952316284,1.2989752292633057
site01,3,2.400000095367432,1.3509191274642944
site01,3,2.5,1.4028629064559937
site01,3,2.5999999046325684,1.4548068046569824
site01,3,2.700000047683716,1.5067505836486816
site01,3,2.799999952316284,1.5586944818496704
site01,3,2.900000095367432,1.6106382608413696
site01,3,3.0,1.6625820398330688
site01,4,-3.0,-1.5534250736236572
site01,4,-2.900000095367432,-1.505049228668213
site01,4,-2.799999952316284,-1.4566733837127686
site01,4,-2.700000047683716,-1.4082975387573242
site01,4,-2.5999999046325684,-1.35992169380188
site01,4,-2.5,-1.3115458488464355
site01,4,-2.400000095367432,-1.2631700038909912
site01,4,-2.299999952316284,-1.2147941589355469
site01,4,-2.200000047683716,-1.1664183139801023
site01,4,-2.0999999046325684,-1.1179330348968506
site01,4,-2.0,-1.069285869598389
site01,4,-1.899999976158142,-1.0206388235092163
site01,4,-1.7999999523162842,-0.9703096747398376
site01,4,-1.7000000476837158,-0.9144570231437684
site01,4,-1.600000023841858,-0.8588313460350037
site01,4,-1.5,-0.807867169380188
site01,4,-1.399999976158142,-0.7569029927253723
site01,4,-1.2999999523162842,-0.7059386968612671
site01,4,-1.2000000476837158,-0.6520047187805176
site01,4,-1.100000023841858,-0.5958949327468872
site01,4,-1.0,-0.5456004738807678
site01,4,-0.8999999761581421,-0.5036700963973999
site01,4,-0.800000011920929,-0.4615950584411621
site01,4,-0.699999988079071,-0.4215348064899444
site01,4,-0.6000000238418579,-0.3786826431751251
