suite,scenario,dataset,seed,x,f
robustness,no_attack|fedavg,quadratic,1,-3.0,-0.1348216533660887
robustness,no_attack|fedavg,quadratic,1,-2.900000095367432,-0.13685528934001912
robustness,no_attack|fedavg,quadratic,1,-2.799999952316284,-0.1388889253139495
robustness,no_attack|fedavg,quadratic,1,-2.700000047683716,-0.1409225463867186
robustness,no_attack|fedavg,quadratic,1,-2.5999999046325684,-0.14315345883369432
robustness,no_attack|fedavg,quadratic,1,-2.5,-0.1460214853286742
robustness,no_attack|fedavg,quadratic,1,-2.400000095367432,-0.148889511823654
robustness,no_attack|fedavg,quadratic,1,-2.299999952316284,-0.1517575383186339
robustness,no_attack|fedavg,quadratic,1,-2.200000047683716,-0.1546255648136138
robustness,no_attack|fedavg,quadratic,1,-2.0999999046325684,-0.1574935913085936
robustness,no_attack|fedavg,quadratic,1,-2.0,-0.1604975908994673
robustness,no_attack|fedavg,quadratic,1,-1.899999976158142,-0.163522958755493
robustness,no_attack|fedavg,quadratic,1,-1.7999999523162842,-0.1665483117103575
robustness,no_attack|fedavg,quadratic,1,-1.7000000476837158,-0.169573664665222
robustness,no_attack|fedavg,quadratic,1,-1.600000023841858,-0.1725990176200865
robustness,no_attack|fedavg,quadratic,1,-1.5,-0.1756052970886229
robustness,no_attack|fedavg,quadratic,1,-1.399999976158142,-0.1787449717521666
robustness,no_attack|fedavg,quadratic,1,-1.2999999523162842,-0.18189397454261771
robustness,no_attack|fedavg,quadratic,1,-1.2000000476837158,-0.1850429475307463
robustness,no_attack|fedavg,quadratic,1,-1.100000023841858,-0.1881919503211974
robustness,no_attack|fedavg,quadratic,1,-1.0,-0.19134095311164842
robustness,no_attack|fedavg,quadratic,1,-0.8999999761581421,-0.1936308294534682
robustness,no_attack|fedavg,quadratic,1,-0.800000011920929,-0.19253744184970842
robustness,no_attack|fedavg,quadratic,1,-0.699999988079071,-0.1808009445667266
robustness,no_attack|fedavg,quadratic,1,-0.6000000238418579,-0.1674337536096572
robustness,no_attack|fedavg,quadratic,1,-0.5,-0.15469127893447862
robustness,no_attack|fedavg,quadratic,1,-0.4000000059604645,-0.14194880425930012
robustness,no_attack|fedavg,quadratic,1,-0.3000000119209289,-0.1289880275726317
robustness,no_attack|fedavg,quadratic,1,-0.2000000029802322,-0.0930146127939223
robustness,no_attack|fedavg,quadratic,1,-0.1000000014901161,-0.043868564069271
robustness,no_attack|fedavg,quadratic,1,0.0,0.0
robustness,no_attack|fedavg,quadratic,1,0.1000000014901161,0.044259712100029
robustness,no_attack|fedavg,quadratic,1,0.2000000029802322,0.08680815994739541
robustness,no_attack|fedavg,quadratic,1,0.3000000119209289,0.1278263181447983
robustness,no_attack|fedavg,quadratic,1,0.4000000059604645,0.16897369921207428
robustness,no_attack|fedavg,quadratic,1,0.5,0.2150240391492844
robustness,no_attack|fedavg,quadratic,1,0.6000000238418579,0.2639923989772797
robustness,no_attack|fedavg,quadratic,1,0.699999988079071,0.3252173960208894
robustness,no_attack|fedavg,quadratic,1,0.800000011920929,0.39189746975898754
robustness,no_attack|fedavg,quadratic,1,0.8999999761581421,0.45857742428779613
robustness,no_attack|fedavg,quadratic,1,1.0,0.5249072015285493
robustness,no_attack|fedavg,quadratic,1,1.100000023841858,0.5953282415866853
robustness,no_attack|fedavg,quadratic,1,1.2000000476837158,0.6723950803279878
robustness,no_attack|fedavg,quadratic,1,1.2999999523162842,0.7494619190692903
robustness,no_attack|fedavg,quadratic,1,1.399999976158142,0.8309360444545747
robustness,no_attack|fedavg,quadratic,1,1.5,0.913153558969498
robustness,no_attack|fedavg,quadratic,1,1.600000023841858,0.9953708946704866
robustness,no_attack|fedavg,quadratic,1,1.7000000476837158,1.0777150690555573
robustness,no_attack|fedavg,quadratic,1,1.7999999523162842,1.1670030653476715
robustness,no_attack|fedavg,quadratic,1,1.899999976158142,1.256291538476944
robustness,no_attack|fedavg,quadratic,1,2.0,1.3455800116062164
robustness,no_attack|fedavg,quadratic,1,2.0999999046325684,1.4357122480869293
robustness,no_attack|fedavg,quadratic,1,2.200000047683716,1.5281241238117218
robustness,no_attack|fedavg,quadratic,1,2.299999952316284,1.6205357611179352
robustness,no_attack|fedavg,quadratic,1,2.400000095367432,1.712947517633438
robustness,no_attack|fedavg,quadratic,1,2.5,1.8053591549396515
robustness,no_attack|fedavg,quadratic,1,2.5999999046325684,1.8969687521457668
robustness,no_attack|fedavg,quadratic,1,2.700000047683716,1.9882444441318508
robustness,no_attack|fedavg,quadratic,1,2.799999952316284,2.080321341753006
robustness,no_attack|fedavg,quadratic,1,2.900000095367432,2.1734063923358917
robustness,no_attack|fedavg,quadratic,1,3.0,2.2664919197559357
robustness,clean,quadratic,3,-3.0,0.2539946772158146
robustness,clean,quadratic,3,-2.900000095367432,0.2360038347542286
robustness,clean,quadratic,3,-2.799999952316284,0.2180130369961261
robustness,clean,quadratic,3,-2.700000047683716,0.1902866698801517
robustness,clean,quadratic,3,-2.5999999046325684,0.1612910516560077
robustness,clean,quadratic,3,-2.5,0.1322955228388309
robustness,clean,quadratic,3,-2.400000095367432,0.10330004617571831
robustness,clean,quadratic,3,-2.299999952316284,0.0743044428527355
robustness,clean,quadratic,3,-2.200000047683716,0.04530889913439749
robustness,clean,quadratic,3,-2.0999999046325684,0.0163132920861245
robustness,clean,quadratic,3,-2.0,-0.0126822553575038
robustness,clean,quadratic,3,-1.899999976158142,-0.042193438857793794
robustness,clean,quadratic,3,-1.7999999523162842,-0.07608650252223009
robustness,clean,quadratic,3,-1.7000000476837158,-0.0991232804954052
robustness,clean,quadratic,3,-1.600000023841858,-0.11759563907980919
robustness,clean,quadratic,3,-1.5,-0.1340414248406887
robustness,clean,quadratic,3,-1.399999976158142,-0.140193622559309
robustness,clean,quadratic,3,-1.2999999523162842,-0.14470560476183889
robustness,clean,quadratic,3,-1.2000000476837158,-0.1437369249761104
robustness,clean,quadratic,3,-1.100000023841858,-0.14276828989386559
robustness,clean,quadratic,3,-1.0,-0.1397040002048015
