suite,scenario,dataset,seed,task,method,rmse_truth,score_metric,score,tpr,fpr,update_cos,mia_auc,eps_aggregate,eps_server,n_malicious,seconds,rmse_clean
robustness,clean,cox,0,survival,2sri,0.02904083501838297,c_index,0.6029984991389997,,,,,inf,inf,0,13.015731811523438,0.0
robustness,clean,cox,1,survival,2sri,0.22731456657416357,c_index,0.6043332086827997,,,,,inf,inf,0,12.960408687591553,0.0
robustness,clean,cox,2,survival,2sri,0.08082367362874544,c_index,0.6057321611435825,,,,,inf,inf,0,11.961243391036987,0.0
robustness,clean,cox,3,survival,2sri,0.09952649846912924,c_index,0.6048131094096326,,,,,inf,inf,0,12.431955337524414,0.0
robustness,clean,cox,4,survival,2sri,0.4812792476869205,c_index,0.5991604913854787,,,,,inf,inf,0,12.666002035140991,0.0
robustness,no_attack|fedavg,cox,0,survival,2sri,0.02904083501838297,c_index,0.6029984991389997,,,,,inf,inf,0,7.368713855743408,0.0
robustness,no_attack|fedavg,cox,1,survival,2sri,0.22731456657416357,c_index,0.6043332086827997,,,,,inf,inf,0,7.904280424118042,0.0
robustness,no_attack|fedavg,cox,2,survival,2sri,0.08082367362874544,c_index,0.6057321611435825,,,,,inf,inf,0,7.3348469734191895,0.0
robustness,no_attack|fedavg,cox,3,survival,2sri,0.09952649846912924,c_index,0.6048131094096326,,,,,inf,inf,0,8.072042226791382,0.0
robustness,no_attack|fedavg,cox,4,survival,2sri,0.4812792476869205,c_index,0.5991604913854787,,,,,inf,inf,0,8.236563444137573,0.0
robustness,no_attack|fedavg_registered,cox,0,survival,2sri,0.027345385342468123,c_index,0.6029615434329924,,,,,inf,inf,0,6.829952955245972,0.00547979659116054
robustness,no_attack|fedavg_registered,cox,1,survival,2sri,0.237449180486867,c_index,0.6042906272027811,,,,,inf,inf,0,8.37709355354309,0.011302793989628657
robustness,no_attack|fedavg_registered,cox,2,survival,2sri,0.08456659466089109,c_index,0.6057345088709349,,,,,inf,inf,0,7.528804779052734,0.00734776771278795
