site,round,stage,n_train,n_test,loss,mse,mae,r2,fs_r2,xhat_sd
site01,0,global,1140,286,1.25551176071167,1.25551176071167,0.901297390460968,0.0771642923355102,0.0217035588937736,0.3707268238067627
site01,0,local,1140,286,1.236602783203125,1.236602783203125,0.8775540590286255,0.0910629034042358,0.0217035588937736,0.3707268238067627
site01,1,global,1140,286,1.5505361557006836,1.5505361557006836,0.9876958727836608,-0.1396867036819458,0.0217035588937736,0.3707268238067627
site01,1,local,1140,286,1.2474875450134275,1.2474875450134275,0.8742441534996033,0.0830623507499694,0.0217035588937736,0.3707268238067627
site01,2,global,1140,286,1.520885944366455,1.520885944366455,1.0176366567611694,-0.117893099784851,0.0217035588937736,0.3707268238067627
site01,2,local,1140,286,1.2446012496948242,1.2446012496948242,0.9041352272033693,0.0851837992668151,0.0217035588937736,0.3707268238067627
site01,3,global,1140,286,2.2702996730804443,2.2702996730804443,1.1470774412155151,-0.668732762336731,0.0217035588937736,0.3707268238067627
site01,3,local,1140,286,1.359390377998352,1.359390377998352,0.9088938236236572,0.00081068277359,0.0217035588937736,0.3707268238067627
site01,4,global,1140,286,5.066070079803467,5.066070079803467,1.9700082540512085,-2.723700761795044,0.0217035588937736,0.3707268238067627
site01,4,local,1140,286,1.25627601146698,1.25627601146698,0.9051811099052428,0.0766025185585022,0.0217035588937736,0.3707268238067627
site01,5,global,1140,286,5.809006214141846,5.809006214141846,2.084028959274292,-3.2697792053222656,0.0217035588937736,0.3707268238067627
site02,0,global,1888,473,1.2903239727020264,1.2903239727020264,0.903962790966034,0.0576976537704467,0.0927251568912539,0.3264499604701996
site02,0,local,1888,473,1.130229115486145,1.130229115486145,0.8475829362869263,0.174612283706665,0.0927251568912539,0.3264499604701996
site02,1,global,1888,473,1.611000418663025,1.611000418663025,1.014723539352417,-0.1764869689941406,0.0927251568912539,0.3264499604701996
site02,1,local,1888,473,1.145875334739685,1.145875334739685,0.8587837815284729,0.1631861329078674,0.0927251568912539,0.3264499604701996
site02,2,global,1888,473,1.80320143699646,1.80320143699646,1.0831130743026731,-0.3168482780456543,0.0927251568912539,0.3264499604701996
site02,2,local,1888,473,1.1369138956069946,1.1369138956069946,0.855802595615387,0.169730544090271,0.0927251568912539,0.3264499604701996
site02,3,global,1888,473,1.846124291419983,1.846124291419983,1.0946658849716189,-0.3481941223144531,0.0927251568912539,0.3264499604701996
site02,3,local,1888,473,1.2479095458984375,1.2479095458984375,0.8901044130325317,0.0886722207069397,0.0927251568912539,0.3264499604701996
site02,4,global,1888,473,4.218226909637451,4.218226909637451,1.7749881744384766,-2.0805017948150635,0.0927251568912539,0.3264499604701996
site02,4,local,1888,473,1.2393181324005127,1.2393181324005127,0.8852774500846863,0.0949464440345764,0.0927251568912539,0.3264499604701996
site02,5,global,1888,473,6.697824478149414,6.697824478149414,2.279682874679565,-3.891310691833496,0.0927251568912539,0.3264499604701996
site03,0,global,2784,696,1.3520314693450928,1.3520314693450928,0.933172643184662,0.0429039001464843,0.0630619951046852,0.2924663722515106
site03,0,local,2784,696,1.2395861148834229,1.2395861148834229,0.8937901258468628,0.1225033998489379,0.0630619951046852,0.2924663722515106
site03,1,global,2784,696,1.7101411819458008,1.7101411819458008,1.0367058515548706,-0.2106001377105713,0.0630619951046852,0.2924663722515106
site03,1,local,2784,696,1.2616066932678225,1.2616066932678225,0.9017821550369264,0.1069151759147644,0.0630619951046852,0.2924663722515106
site03,2,global,2784,696,1.799616813659668,1.799616813659668,1.0775541067123413,-0.2739394903182983,0.0630619951046852,0.2924663722515106
site03,2,local,2784,696,1.248531937599182,1.248531937599182,0.8979618549346924,0.1161707043647766,0.0630619951046852,0.2924663722515106
site03,3,global,2784,696,2.037181854248047,2.037181854248047,1.1442581415176392,-0.4421104192733764,0.0630619951046852,0.2924663722515106
site03,3,local,2784,696,1.2427674531936646,1.2427674531936646,0.888006865978241,0.1202512979507446,0.0630619951046852,0.2924663722515106
site03,4,global,2784,696,4.432863235473633,4.432863235473633,1.8306646347045896,-2.138000965118408,0.0630619951046852,0.2924663722515106
site03,4,local,2784,696,1.3142552375793457,1.3142552375793457,0.9199557900428772,0.0696454644203186,0.0630619951046852,0.2924663722515106
site03,5,global,2784,696,6.445627689361572,6.445627689361572,2.247018814086914,-3.562826156616211,0.0630619951046852,0.2924663722515106
site04,0,global,3644,912,1.3020715713500977,1.3020715713500977,0.913266897201538,0.0532562732696533,0.080704962135807,0.2982235848903656
site04,0,local,3644,912,1.15707528591156,1.15707528591156,0.8518857359886169,0.1586838960647583,0.080704962135807,0.2982235848903656
site04,1,global,3644,912,1.6767784357070925,1.6767784357070925,1.0204675197601318,-0.2191952466964721,0.080704962135807,0.2982235848903656
site04,1,local,3644,912,1.1592942476272583,1.1592942476272583,0.8512011766433716,0.1570704579353332,0.080704962135807,0.2982235848903656
site04,2,global,3644,912,1.7810043096542358,1.7810043096542358,1.0771061182022097,-0.2949784994125366,0.080704962135807,0.2982235848903656
site04,2,local,3644,912,1.197356939315796,1.197356939315796,0.872623085975647,0.1293948888778686,0.080704962135807,0.2982235848903656
site04,3,global,3644,912,1.955649137496948,1.955649137496948,1.1112194061279297,-0.4219636917114258,0.080704962135807,0.2982235848903656
site04,3,local,3644,912,1.1783818006515503,1.1783818006515503,0.8672685623168945,0.1431918144226074,0.080704962135807,0.2982235848903656
site04,4,global,3644,912,4.33083963394165,4.33083963394165,1.8126535415649412,-2.1489782333374023,0.080704962135807,0.2982235848903656
site04,4,local,3644,912,1.1658663749694824,1.1658663749694824,0.8613712191581726,0.1522918343544006,0.080704962135807,0.2982235848903656
site04,5,global,3644,912,6.779351711273193,6.779351711273193,2.2865309715271,-3.9293055534362793,0.080704962135807,0.2982235848903656
site05,0,global,3704,927,1.2290159463882446,1.2290159463882446,0.8846278786659241,0.0824450850486755,0.048591688837573,0.2728365957736969
site05,0,local,3704,927,1.1234724521636963,1.1234724521636963,0.8469692468643188,0.1612414121627807,0.048591688837573,0.2728365957736969
site05,1,global,3704,927,1.6056915521621704,1.6056915521621704,1.008447527885437,-0.1987721920013427,0.048591688837573,0.2728365957736969
site05,1,local,3704,927,1.1148301362991333,1.1148301362991333,0.8414700627326965,0.167693555355072,0.048591688837573,0.2728365957736969
site05,2,global,3704,927,1.6726694107055664,1.6726694107055664,1.0325517654418943,-0.2487764358520507,0.048591688837573,0.2728365957736969
site05,2,local,3704,927,1.1167442798614502,1.1167442798614502,0.8406100869178772,0.166264533996582,0.048591688837573,0.2728365957736969
