suite,scenario,dataset,rmse_truth_mean,rmse_truth_std,rmse_clean_mean,rmse_clean_std,score_mean,score_std,tpr_mean,tpr_std,fpr_mean,fpr_std,update_cos_mean,update_cos_std,mia_auc_mean,mia_auc_std,eps_aggregate,eps_server,n_malicious,n_seeds
privacy,clean,cox,0.1835628917338385,0.1598962136342043,0.0,0.0,0.6045804530073491,0.0026338588152067972,,,,,,,,,inf,inf,0,10
privacy,plain_fedavg,cox,0.18480876263876372,0.15788284073209768,0.008783556867075718,0.00467799258363056,0.604565632582317,0.002676036253412629,,,,,1.0,0.0,,,inf,inf,0,10
privacy,secagg,cox,0.18433993311532554,0.1578051124853961,0.008489090323690402,0.00425002017338179,0.6045569930200986,0.002676471168469528,,,,,0.0004537752950765114,0.004254125500179654,,,inf,inf,0,10
privacy,central_z0.5,cox,0.30918626015720585,0.2403242693007453,0.1628384292697419,0.09587991561868904,0.5960919762445004,0.01290559039527718,,,,,1.0,0.0,,,28.37347380325739,inf,0,10
privacy,central_z1,cox,0.4112281921194255,0.2751843021100843,0.27847344311951294,0.18055330506934583,0.5878697290427233,0.02518098328833506,,,,,1.0,0.0,,,11.480022809172569,inf,0,10
privacy,central_z2,cox,1.0180672257666021,0.6203649089463653,0.8980755409269806,0.657521996727105,0.5614008825090804,0.05484440449846827,,,,,1.0,0.0,,,4.98330640597071,inf,0,10
privacy,central_z4,cox,6.44350556102127,4.063546325238196,6.357952529155651,4.107634167787674,0.5439586490504024,0.06294991900444687,,,,,1.0,0.0,,,2.25814536337375,inf,0,10
privacy,distributed_secagg_z0.5,cox,0.360548548771376,0.2238434090968396,0.19003437126581255,0.1065059899217342,0.6000575843982887,0.007474260616795666,,,,,0.0018478736362737738,0.0032999341068412026,,,28.37347380325739,28.37347380325739,0,10
privacy,distributed_secagg_z1,cox,0.3926718331904574,0.1425703836524942,0.2658298551474495,0.14280137463933024,0.5820497075604145,0.03672074296811389,,,,,-0.0002880049370820304,0.005496670392929724,,,11.480022809172569,11.480022809172569,0,10
privacy,distributed_secagg_z2,cox,0.9330005967228454,0.4916467094131208,0.8965543444916333,0.4754569520508413,0.522207168535308,0.059871137812973485,,,,,0.001347180568705708,0.0038404284804434315,,,4.98330640597071,4.98330640597071,0,10
privacy,distributed_secagg_z4,cox,6.015787287833724,2.171167704311874,6.037468273353768,2.1355147967049484,0.494483154731296,0.05888764837023186,,,,,0.0018247994902404305,0.004738136131660263,,,2.25814536337375,2.25814536337375,0,10
privacy,distributed_nosecagg_z1,cox,0.3927555824584223,0.14106369864316384,0.26561498738335304,0.14192936636854264,0.5819756918430914,0.03687618621774135,,,,,0.05425464354544544,0.0048149530848527865,,,11.480022809172569,54.37663901498566,0,10
privacy,local_z0.5,cox,0.41682759925399093,0.26500927347639264,0.3202646109490025,0.19741994103437838,0.5823740151362526,0.03582325600181537,,,,,0.05895736334595997,0.0039404219008738715,,,28.37347380325739,28.37347380325739,0,10
privacy,local_z1,cox,1.1153151444986888,0.6461889313361394,1.0754612130109718,0.6480627211373755,0.5241622688040534,0.06368214020510558,,,,,0.029109629921178076,0.00700435713723233,,,11.480022809172569,11.480022809172569,0,10
privacy,local_z2,cox,8.205115843491075,3.272775596547777,8.228264348539657,3.222575008007206,0.47447345849595324,0.06793979444135304,,,,,0.013531834461357129,0.00585083866267939,,,4.98330640597071,4.98330640597071,0,10
privacy,local_z4,cox,66.72583781802567,28.734372286332498,66.7590094192446,28.668984955760397,0.4700385221224542,0.0749119171887372,,,,,0.005310466916907765,0.00346252564237031,,,2.25814536337375,2.25814536337375,0,10
