suite,scenario,dataset,rmse_truth_mean,rmse_truth_std,rmse_clean_mean,rmse_clean_std,score_mean,score_std,tpr_mean,tpr_std,fpr_mean,fpr_std,update_cos_mean,update_cos_std,mia_auc_mean,mia_auc_std,eps_aggregate,eps_server,n_malicious,n_seeds
combined,clean,cox,0.1835628917338385,0.1598962136342043,0.0,0.0,0.6045804530073491,0.0026338588152067972,,,,,,,,,inf,inf,0,10
combined,attack_only,cox,238.76378981576372,65.72152088087606,238.9300316983102,65.8317488732419,0.3920825758982597,0.0024381196371342727,0.0,0.0,0.0,0.0,,,,,inf,inf,1,10
combined,central_dp,cox,0.370894726865135,0.24346144835386108,0.3160222354145158,0.12666345518416736,0.5514034109572732,0.05642694501474832,0.0,0.0,0.0,0.0,,,,,11.480022809172569,inf,1,10
combined,secagg_only,cox,238.71420426088875,65.75356144500748,238.88044158233862,65.86387070270838,0.39208278097038385,0.0024383840686124634,0.0,0.0,0.0,0.0,,,,,inf,inf,1,10
combined,distributed_secagg,cox,966.6900546054061,212.32278418258932,966.8531571766707,212.4217339534467,0.39208529846290885,0.002435728831932612,0.0,0.0,0.0,0.0,,,,,12.262332118205723,12.262332118205723,1,10
combined,distributed_secagg_attacker_clips,cox,0.4057632349668315,0.1466869415579528,0.33727016534466636,0.15076141420794792,0.5569622957916076,0.05448918309052199,0.0,0.0,0.0,0.0,,,,,11.480022809172569,11.480022809172569,1,10
combined,local_dp_median,cox,77.01490456073091,18.19889228421923,77.18258748899416,18.310857774064843,0.3920788964832997,0.002423799385716207,0.0,0.0,0.22444444444444445,0.02209842057803895,,,,,11.480022809172569,11.480022809172569,1,10
combined,local_dp_fedavg,cox,803.8787255256153,227.89807860495696,804.0398729805938,227.9983783781006,0.39208679366137594,0.0024365720286982973,0.0,0.0,0.0,0.0,,,,,11.480022809172569,11.480022809172569,1,10
combined,clean,quadratic,0.08124227991292048,0.08269224123778224,0.0,0.0,0.15406403041881403,0.00859631824669972,,,,,,,,,inf,inf,0,10
combined,attack_only,quadratic,199.2045241588487,72.57204818210751,199.278814699742,72.62128177762152,-54964.28875531702,57835.95272672341,0.0,0.0,0.0,0.0,,,,,inf,inf,1,10
combined,central_dp,quadratic,0.38714602699647804,0.2160753228655764,0.36315093285461053,0.14912769249262828,-0.018615315309067744,0.15000314804128004,0.0,0.0,0.0,0.0,,,,,11.480022809172569,inf,1,10
combined,secagg_only,quadratic,199.20452430146673,72.5720483326425,199.27881484238645,72.62128192804136,-54964.28911738569,57835.95374544532,0.0,0.0,0.0,0.0,,,,,inf,inf,1,10
combined,distributed_secagg,quadratic,1343.340520161024,573.9323674053754,1343.416210705536,573.9835300398516,-3631404.614169906,3086215.224938487,0.0,0.0,0.0,0.0,,,,,12.262332118205723,12.262332118205723,1,10
combined,distributed_secagg_attacker_clips,quadratic,0.41623122713754884,0.12631522727512315,0.3741433164634963,0.14990535981255354,-0.12144075761385062,0.1727645843614825,0.0,0.0,0.0,0.0,,,,,11.480022809172569,11.480022809172569,1,10
combined,local_dp_median,quadratic,76.29837729298693,36.604073880232505,76.36472878627822,36.64762114742654,-11597.152742334543,14937.795462923303,0.0,0.0,0.22222222222222224,0.020951312035156957,,,,,11.480022809172569,11.480022809172569,1,10
combined,local_dp_fedavg,quadratic,1309.8585761446968,552.6898290948347,1309.932621829052,552.7444601621248,-3236611.931319217,2406456.6725358935,0.0,0.0,0.0,0.0,,,,,11.480022809172569,11.480022809172569,1,10
