suite,scenario,dataset,seed,task,method,rmse_truth,score_metric,score,tpr,fpr,update_cos,mia_auc,eps_aggregate,eps_server,n_malicious,seconds,rmse_clean
combined,clean,cox,0,survival,2sri,0.02904083501838297,c_index,0.6029984991389997,,,,,inf,inf,0,11.80091404914856,0.0
combined,clean,cox,1,survival,2sri,0.22731456657416357,c_index,0.6043332086827997,,,,,inf,inf,0,12.014310836791992,0.0
combined,clean,cox,2,survival,2sri,0.08082367362874544,c_index,0.6057321611435825,,,,,inf,inf,0,11.814057350158691,0.0
combined,clean,cox,3,survival,2sri,0.09952649846912924,c_index,0.6048131094096326,,,,,inf,inf,0,11.982079982757568,0.0
combined,clean,cox,4,survival,2sri,0.4812792476869205,c_index,0.5991604913854787,,,,,inf,inf,0,6.990411758422852,0.0
combined,clean,cox,5,survival,2sri,0.029757417920526538,c_index,0.6041388360905183,,,,,inf,inf,0,6.98687744140625,0.0
combined,clean,cox,6,survival,2sri,0.417894622619335,c_index,0.6027560404826,,,,,inf,inf,0,6.603867769241333,0.0
combined,clean,cox,7,survival,2sri,0.11799484856719232,c_index,0.6061973637292606,,,,,inf,inf,0,6.931773900985718,0.0
combined,clean,cox,8,survival,2sri,0.08917597635977334,c_index,0.6087758164459804,,,,,inf,inf,0,6.9781999588012695,0.0
combined,clean,cox,9,survival,2sri,0.2628212304942161,c_index,0.6068990035646387,,,,,inf,inf,0,6.588238954544067,0.0
combined,attack_only,cox,0,survival,2sri,123.39877306715213,c_index,0.39393181713968545,0.0,0.0,,,inf,inf,1,4.934758901596069,123.3952913366099
combined,attack_only,cox,1,survival,2sri,192.8284306975868,c_index,0.39470166423931874,0.0,0.0,,,inf,inf,1,5.235989332199097,193.02611928646397
combined,attack_only,cox,2,survival,2sri,212.69577256494813,c_index,0.39310499833756174,0.0,0.0,,,inf,inf,1,5.076242446899414,212.76095540831585
combined,attack_only,cox,3,survival,2sri,250.58744751712337,c_index,0.3916887206710636,0.0,0.0,,,inf,inf,1,5.2866435050964355,250.67905449880303
combined,attack_only,cox,4,survival,2sri,381.77208905010815,c_index,0.3926263614096492,0.0,0.0,,,inf,inf,1,5.25569224357605,382.23659890205687
combined,attack_only,cox,5,survival,2sri,215.11007699332805,c_index,0.3958106789308807,0.0,0.0,,,inf,inf,1,5.592926740646362,215.13220123805655
combined,attack_only,cox,6,survival,2sri,250.20236256362594,c_index,0.3916395994879096,0.0,0.0,,,inf,inf,1,5.251251220703125,250.59017751912685
combined,attack_only,cox,7,survival,2sri,276.2200411721964,c_index,0.3883520640829674,0.0,0.0,,,inf,inf,1,5.740626811981201,276.3245003555429
combined,attack_only,cox,8,survival,2sri,248.0720916041794,c_index,0.38915545629690623,0.0,0.0,,,inf,inf,1,5.906918525695801,248.14734178957693
combined,attack_only,cox,9,survival,2sri,236.750812927389,c_index,0.38981439838665405,0.0,0.0,,,inf,inf,1,5.753462553024292,237.008076648549
combined,central_dp,cox,0,survival,2sri,0.22852811746821236,c_index,0.5570385216655558,0.0,0.0,,,11.480022809172569,inf,1,6.532089471817017,0.23466855581321078
combined,central_dp,cox,1,survival,2sri,0.2707071356892004,c_index,0.5415365656676013,0.0,0.0,,,11.480022809172569,inf,1,6.180155038833618,0.09136350662882875
combined,central_dp,cox,2,survival,2sri,0.18008798327021422,c_index,0.6063952832902162,0.0,0.0,,,11.480022809172569,inf,1,6.442110776901245,0.24764098930870637
combined,central_dp,cox,3,survival,2sri,0.48976775515607557,c_index,0.5979163063640167,0.0,0.0,,,11.480022809172569,inf,1,5.723379850387573,0.39771697236733994
combined,central_dp,cox,4,survival,2sri,0.18817844823330573,c_index,0.4352659595239978,0.0,0.0,,,11.480022809172569,inf,1,5.850031614303589,0.41337430683847226
combined,central_dp,cox,5,survival,2sri,0.405273428036693,c_index,0.5794507078002441,0.0,0.0,,,11.480022809172569,inf,1,6.160760164260864,0.3888773875312602
combined,central_dp,cox,6,survival,2sri,0.9332759195034244,c_index,0.5882361338768081,0.0,0.0,,,11.480022809172569,inf,1,5.77555251121521,0.5270477334178137
combined,central_dp,cox,7,survival,2sri,0.3285997761494368,c_index,0.557936569719918,0.0,0.0,,,11.480022809172569,inf,1,6.363178253173828,0.29773101856063094
combined,central_dp,cox,8,survival,2sri,0.12051057308603612,c_index,0.5811859675759847,0.0,0.0,,,11.480022809172569,inf,1,5.418027877807617,0.19773229240686396
combined,central_dp,cox,9,survival,2sri,0.564018132058752,c_index,0.4690720940883893,0.0,0.0,,,11.480022809172569,inf,1,6.170678615570068,0.3640695912720309
combined,secagg_only,cox,0,survival,2sri,123.39877306715213,c_index,0.39393181713968545,0.0,0.0,,,inf,inf,1,5.667564630508423,123.3952913366099
combined,secagg_only,cox,1,survival,2sri,192.8284306975868,c_index,0.39470166423931874,0.0,0.0,,,inf,inf,1,5.923761367797852,193.02611928646397
combined,secagg_only,cox,2,survival,2sri,212.69577256494813,c_index,0.39310499833756174,0.0,0.0,,,inf,inf,1,5.913943529129028,212.76095540831585
combined,secagg_only,cox,3,survival,2sri,250.5464766366384,c_index,0.3916887206710636,0.0,0.0,,,inf,inf,1,6.478653430938721,250.6380822114948
combined,secagg_only,cox,4,survival,2sri,381.77208905010815,c_index,0.3926263614096492,0.0,0.0,,,inf,inf,1,5.77402400970459,382.23659890205687
combined,secagg_only,cox,5,survival,2sri,214.51599368031424,c_index,0.3958124824223321,0.0,0.0,,,inf,inf,1,5.528009653091431,214.53809273154235
combined,secagg_only,cox,6,survival,2sri,250.20236256362594,c_index,0.3916395994879096,0.0,0.0,,,inf,inf,1,6.037306070327759,250.59017751912685
combined,secagg_only,cox,7,survival,2sri,276.35923981694526,c_index,0.38835231131275755,0.0,0.0,,,inf,inf,1,5.763113975524902,276.46367998964956
combined,secagg_only,cox,8,survival,2sri,248.0720916041794,c_index,0.38915545629690623,0.0,0.0,,,inf,inf,1,5.51611852645874,248.14734178957693
combined,secagg_only,cox,9,survival,2sri,236.750812927389,c_index,0.38981439838665405,0.0,0.0,,,inf,inf,1,6.080036640167236,237.008076648549
combined,distributed_secagg,cox,0,survival,2sri,647.4905595388726,c_index,0.39393950465250144,0.0,0.0,,,12.262332118205723,12.262332118205723,1,6.080355167388916,647.484731730406
combined,distributed_secagg,cox,1,survival,2sri,919.454051433168,c_index,0.3947219796531986,0.0,0.0,,,12.262332118205723,12.262332118205723,1,5.842009544372559,919.6591949925426
combined,distributed_secagg,cox,2,survival,2sri,994.3414799570576,c_index,0.39307307594059215,0.0,0.0,,,12.262332118205723,12.262332118205723,1,6.093605279922485,994.4068463476324
combined,distributed_secagg,cox,3,survival,2sri,1110.7888208838638,c_index,0.3916963857216105,0.0,0.0,,,12.262332118205723,12.262332118205723,1,6.5866124629974365,1110.873063783753
combined,distributed_secagg,cox,4,survival,2sri,1465.810547139932,c_index,0.39263841954860784,0.0,0.0,,,12.262332118205723,12.262332118205723,1,6.1271491050720215,1466.2447588855725
combined,distributed_secagg,cox,5,survival,2sri,852.7142637797047,c_index,0.39580796262675194,0.0,0.0,,,12.262332118205723,12.262332118205723,1,6.159759998321533,852.736790790138
combined,distributed_secagg,cox,6,survival,2sri,977.7951548104645,c_index,0.39162908193753676,0.0,0.0,,,12.262332118205723,12.262332118205723,1,6.5323216915130615,978.1821426610321
combined,distributed_secagg,cox,7,survival,2sri,949.0695019149732,c_index,0.38837199371336123,0.0,0.0,,,12.262332118205723,12.262332118205723,1,5.40122652053833,949.1766436451404
combined,distributed_secagg,cox,8,survival,2sri,892.2797977897652,c_index,0.38915742679092885,0.0,0.0,,,12.262332118205723,12.262332118205723,1,6.039170265197754,892.3544277921263
combined,distributed_secagg,cox,9,survival,2sri,857.1563688062589,c_index,0.38981715404399914,0.0,0.0,,,12.262332118205723,12.262332118205723,1,6.283873081207275,857.4129711383631
combined,distributed_secagg_attacker_clips,cox,0,survival,2sri,0.467930563845235,c_index,0.5448403331749356,0.0,0.0,,,11.480022809172569,11.480022809172569,1,5.056386232376099,0.4730712847780811
combined,distributed_secagg_attacker_clips,cox,1,survival,2sri,0.31427608330363094,c_index,0.43090798132481745,0.0,0.0,,,11.480022809172569,11.480022809172569,1,5.194071531295776,0.2531083203183005
combined,distributed_secagg_attacker_clips,cox,2,survival,2sri,0.3783595301122641,c_index,0.5981194631871263,0.0,0.0,,,11.480022809172569,11.480022809172569,1,5.285767555236816,0.3369523251187874
combined,distributed_secagg_attacker_clips,cox,3,survival,2sri,0.34270425309605024,c_index,0.6086134404781021,0.0,0.0,,,11.480022809172569,11.480022809172569,1,4.633814334869385,0.2699221770497273
combined,distributed_secagg_attacker_clips,cox,4,survival,2sri,0.3712252136076499,c_index,0.5050374942317923,0.0,0.0,,,11.480022809172569,11.480022809172569,1,5.610651731491089,0.20084622976528546
combined,distributed_secagg_attacker_clips,cox,5,survival,2sri,0.3439270973211005,c_index,0.5948806379980737,0.0,0.0,,,11.480022809172569,11.480022809172569,1,4.964528560638428,0.37038681570417314
combined,distributed_secagg_attacker_clips,cox,6,survival,2sri,0.473455937320232,c_index,0.5593924362857239,0.0,0.0,,,11.480022809172569,11.480022809172569,1,4.884949684143066,0.204777396227446
combined,distributed_secagg_attacker_clips,cox,7,survival,2sri,0.33142058764212007,c_index,0.5628288997333416,0.0,0.0,,,11.480022809172569,11.480022809172569,1,4.487159490585327,0.22850899322936233
combined,distributed_secagg_attacker_clips,cox,8,survival,2sri,0.7786472751980169,c_index,0.6030496308995965,0.0,0.0,,,11.480022809172569,11.480022809172569,1,4.896567106246948,0.6913408096447459
combined,distributed_secagg_attacker_clips,cox,9,survival,2sri,0.25568580822201525,c_index,0.5619526406025662,0.0,0.0,,,11.480022809172569,11.480022809172569,1,5.055243015289307,0.34378730161075444
combined,local_dp_median,cox,0,survival,2sri,63.30193180118216,c_index,0.39388629477841014,0.0,0.2,,,11.480022809172569,11.480022809172569,1,6.907557725906372,63.2955775872604
combined,local_dp_median,cox,1,survival,2sri,72.84276319367589,c_index,0.39470553045039497,0.0,0.2222222222222222,,,11.480022809172569,11.480022809172569,1,6.524059057235718,73.06803704086995
combined,local_dp_median,cox,2,survival,2sri,78.73073587866384,c_index,0.3930945365717785,0.0,0.26666666666666666,,,11.480022809172569,11.480022809172569,1,6.012606859207153,78.79774432240794
combined,local_dp_median,cox,3,survival,2sri,73.38619673161708,c_index,0.39169204684672465,0.0,0.24444444444444444,,,11.480022809172569,11.480022809172569,1,6.185475587844849,73.4779476407466
combined,local_dp_median,cox,4,survival,2sri,121.29265076831891,c_index,0.3926069092946504,0.0,0.2222222222222222,,,11.480022809172569,11.480022809172569,1,6.7525951862335205,121.7290282272932
combined,local_dp_median,cox,5,survival,2sri,52.024727552064604,c_index,0.39580289694673476,0.0,0.2222222222222222,,,11.480022809172569,11.480022809172569,1,6.607684135437012,52.04915464529562
combined,local_dp_median,cox,6,survival,2sri,78.17882749553601,c_index,0.3916235325603131,0.0,0.2222222222222222,,,11.480022809172569,11.480022809172569,1,6.604795217514038,78.57902253500156
