round,site,malicious,rule,weight,norm,clipped,kept,share,flagged
0,site01,0,secagg_sum,nan,nan,0,1.0,nan,0
0,site02,0,secagg_sum,nan,nan,0,1.0,nan,0
0,site03,0,secagg_sum,nan,nan,0,1.0,nan,0
0,site04,0,secagg_sum,nan,nan,0,1.0,nan,0
0,site05,0,secagg_sum,nan,nan,0,1.0,nan,0
0,site06,0,secagg_sum,nan,nan,0,1.0,nan,0
0,site07,0,secagg_sum,nan,nan,0,1.0,nan,0
0,site08,0,secagg_sum,nan,nan,0,1.0,nan,0
0,site09,0,secagg_sum,nan,nan,0,1.0,nan,0
0,site10,0,secagg_sum,nan,nan,0,1.0,nan,0
1,site01,0,secagg_sum,nan,nan,0,1.0,nan,0
1,site02,0,secagg_sum,nan,nan,0,1.0,nan,0
1,site03,0,secagg_sum,nan,nan,0,1.0,nan,0
1,site04,0,secagg_sum,nan,nan,0,1.0,nan,0
1,site05,0,secagg_sum,nan,nan,0,1.0,nan,0
1,site06,0,secagg_sum,nan,nan,0,1.0,nan,0
1,site07,0,secagg_sum,nan,nan,0,1.0,nan,0
1,site08,0,secagg_sum,nan,nan,0,1.0,nan,0
1,site09,0,secagg_sum,nan,nan,0,1.0,nan,0
1,site10,0,secagg_sum,nan,nan,0,1.0,nan,0
2,site01,0,secagg_sum,nan,nan,0,1.0,nan,0
2,site02,0,secagg_sum,nan,nan,0,1.0,nan,0
2,site03,0,secagg_sum,nan,nan,0,1.0,nan,0
2,site04,0,secagg_sum,nan,nan,0,1.0,nan,0
2,site05,0,secagg_sum,nan,nan,0,1.0,nan,0
2,site06,0,secagg_sum,nan,nan,0,1.0,nan,0
2,site07,0,secagg_sum,nan,nan,0,1.0,nan,0
2,site08,0,secagg_sum,nan,nan,0,1.0,nan,0
2,site09,0,secagg_sum,nan,nan,0,1.0,nan,0
2,site10,0,secagg_sum,nan,nan,0,1.0,nan,0
3,site01,0,secagg_sum,nan,nan,0,1.0,nan,0
3,site02,0,secagg_sum,nan,nan,0,1.0,nan,0
3,site03,0,secagg_sum,nan,nan,0,1.0,nan,0
3,site04,0,secagg_sum,nan,nan,0,1.0,nan,0
3,site05,0,secagg_sum,nan,nan,0,1.0,nan,0
3,site06,0,secagg_sum,nan,nan,0,1.0,nan,0
3,site07,0,secagg_sum,nan,nan,0,1.0,nan,0
3,site08,0,secagg_sum,nan,nan,0,1.0,nan,0
3,site09,0,secagg_sum,nan,nan,0,1.0,nan,0
3,site10,0,secagg_sum,nan,nan,0,1.0,nan,0
4,site01,0,secagg_sum,nan,nan,0,1.0,nan,0
4,site02,0,secagg_sum,nan,nan,0,1.0,nan,0
4,site03,0,secagg_sum,nan,nan,0,1.0,nan,0
4,site04,0,secagg_sum,nan,nan,0,1.0,nan,0
4,site05,0,secagg_sum,nan,nan,0,1.0,nan,0
4,site06,0,secagg_sum,nan,nan,0,1.0,nan,0
4,site07,0,secagg_sum,nan,nan,0,1.0,nan,0
4,site08,0,secagg_sum,nan,nan,0,1.0,nan,0
4,site09,0,secagg_sum,nan,nan,0,1.0,nan,0
4,site10,0,secagg_sum,nan,nan,0,1.0,nan,0
