site,round,malicious,attacking,update_norm,sent_norm,client_clipped,update_cos,mia_auc
site01,0,0,0,1.6581469820416703,1.6581469820416703,0,0.0432437804308676,
site02,0,0,0,1.8134693667505613,1.8134693667505613,0,-0.0464390954396799,
site03,0,0,0,1.8937794008495816,1.8937794008495816,0,0.0412393830218524,
site04,0,0,0,2.065453973163436,2.065453973163436,0,-0.0480808193063577,
site05,0,0,0,2.089179069086097,2.089179069086097,0,0.0162864092426615,
site06,0,0,0,2.112651535316648,2.112651535316648,0,0.0197355928727202,
site07,0,0,0,2.2194490778666296,2.2194490778666296,0,-0.0272280609291027,
site08,0,0,0,2.114849953179272,2.114849953179272,0,-0.0422067372753629,
site09,0,0,0,2.1913264016392,2.1913264016392,0,-0.0329103112082119,
site10,0,0,0,2.2059924860629323,2.2059924860629323,0,-0.0037682601127954,
site01,1,0,0,0.3679462982789384,0.3679462982789384,0,-0.0283016486958671,
site02,1,0,0,0.353840304467502,0.353840304467502,0,-0.0246626786214745,
site03,1,0,0,0.8809035075308546,0.8809035075308546,0,0.0307818944859319,
site04,1,0,0,0.6092142309506123,0.6092142309506123,0,-0.0162639947700475,
site05,1,0,0,0.5134521395977648,0.5134521395977648,0,0.0478171797891621,
site06,1,0,0,0.6239412666347884,0.6239412666347884,0,0.0716361200508039,
site07,1,0,0,1.061250512730235,1.061250512730235,0,0.0206582714553688,
site08,1,0,0,1.1010651493390011,1.1010651493390011,0,-0.0136714952547933,
site09,1,0,0,1.135884730971948,1.135884730971948,0,-0.0038225506944377,
site10,1,0,0,1.0914974789022336,1.0914974789022336,0,-0.0129126674629086,
site01,2,0,0,0.4583449826416012,0.4583449826416012,0,0.0517703253781898,
site02,2,0,0,0.4984227347190652,0.4984227347190652,0,0.0114075607138404,
site03,2,0,0,0.624469277934153,0.624469277934153,0,0.028243518750618,
site04,2,0,0,0.5964888416752028,0.5964888416752028,0,-0.0336119695216607,
site05,2,0,0,0.7409526258594158,0.7409526258594158,0,0.0256402933454181,
site06,2,0,0,0.7461740289784193,0.7461740289784193,0,-0.0142422972100271,
site07,2,0,0,0.8276323389911046,0.8276323389911046,0,0.0059485241067179,
site08,2,0,0,1.0818503312959715,1.0818503312959715,0,-0.0389181673037993,
site09,2,0,0,0.8508719750645329,0.8508719750645329,0,0.0339847216823772,
site10,2,0,0,0.9282969986113032,0.9282969986113032,0,-0.0118512830974703,
site01,3,0,0,0.3316567662567706,0.3316567662567706,0,-0.0057364062175264,
site02,3,0,0,0.4021403410563992,0.4021403410563992,0,0.0266266191956316,
site03,3,0,0,0.5460965805427277,0.5460965805427277,0,0.003001169797851,
site04,3,0,0,0.6231533489916776,0.6231533489916776,0,0.0335431405528841,
site05,3,0,0,0.5119738480174257,0.5119738480174257,0,0.0266723821031557,
site06,3,0,0,0.6874964935694315,0.6874964935694315,0,-0.0142388598127502,
site07,3,0,0,0.7891112126243425,0.7891112126243425,0,0.0253531703133037,
site08,3,0,0,0.7551288642997305,0.7551288642997305,0,-0.0048905116117545,
site09,3,0,0,0.7899277690212491,0.7899277690212491,0,0.0096607542390522,
site10,3,0,0,0.889132555218607,0.889132555218607,0,0.0290136011744441,
site01,4,0,0,0.259756148336593,0.259756148336593,0,-0.0419968538307263,
site02,4,0,0,0.297915183574712,0.297915183574712,0,0.0153685541315257,
site03,4,0,0,0.4520031129053002,0.4520031129053002,0,-0.0057318070278147,
site04,4,0,0,0.4020211021296866,0.4020211021296866,0,-0.0227990053418554,
site05,4,0,0,0.3831799096553606,0.3831799096553606,0,-0.0325336740222231,
site06,4,0,0,0.5026886676785307,0.5026886676785307,0,0.0036744263625921,
site07,4,0,0,0.529950758040462,0.529950758040462,0,-0.0005959114402802,
site08,4,0,0,0.5600402983272326,0.5600402983272326,0,0.0251727848358725,
site09,4,0,0,0.5902949985899326,0.5902949985899326,0,-0.0004550733025429,
site10,4,0,0,0.6341453709787246,0.6341453709787246,0,0.0112743683681911,
