site,round,stage,n_train,n_test,loss,mse,mae,r2,fs_r2,xhat_sd
site01,0,global,1140,286,1.8905383348464968,1.8905383348464968,1.0874009132385254,-0.3895977735519409,0.0217035588937736,0.3707268238067627
site01,0,local,1140,286,1.304563045501709,1.304563045501709,0.9123021960258484,0.0411102175712585,0.0217035588937736,0.3707268238067627
site01,1,global,1140,286,1.2398757934570312,1.2398757934570312,0.8908067941665649,0.0886571407318115,0.0217035588937736,0.3707268238067627
site01,1,local,1140,286,1.2296308279037476,1.2296308279037476,0.8921530246734619,0.0961875319480896,0.0217035588937736,0.3707268238067627
site01,2,global,1140,286,1.2311806678771973,1.2311806678771973,0.8817100524902344,0.0950483083724975,0.0217035588937736,0.3707268238067627
site01,2,local,1140,286,1.2531969547271729,1.2531969547271729,0.8821185827255249,0.0788657069206237,0.0217035588937736,0.3707268238067627
site01,3,global,1140,286,1.2354698181152344,1.2354698181152344,0.8791328072547913,0.0918956995010376,0.0217035588937736,0.3707268238067627
site01,3,local,1140,286,1.246203064918518,1.246203064918518,0.878801703453064,0.0840064287185669,0.0217035588937736,0.3707268238067627
site01,4,global,1140,286,1.2274261713027954,1.2274261713027954,0.8782129883766174,0.0978080034255981,0.0217035588937736,0.3707268238067627
site01,4,local,1140,286,1.225139617919922,1.225139617919922,0.8765851259231567,0.0994886755943298,0.0217035588937736,0.3707268238067627
site01,5,global,1140,286,1.229151487350464,1.229151487350464,0.8768482208251953,0.0965398550033569,0.0217035588937736,0.3707268238067627
site02,0,global,1888,473,2.057706832885742,2.057706832885742,1.156992793083191,-0.5027092695236206,0.0927251568912539,0.3264499604701996
site02,0,local,1888,473,1.2043946981430054,1.2043946981430054,0.8783389329910278,0.1204503774642944,0.0927251568912539,0.3264499604701996
site02,1,global,1888,473,1.1792261600494385,1.1792261600494385,0.8661848902702332,0.1388305425643921,0.0927251568912539,0.3264499604701996
site02,1,local,1888,473,1.1602089405059814,1.1602089405059814,0.8587402701377869,0.1527186036109924,0.0927251568912539,0.3264499604701996
