site,round,stage,n_train,n_test,loss,c_index,events
site01,0,global,1140,286,4.879509449005127,0.4630217610160304,174.0
site01,0,local,1140,286,4.797839164733887,0.602571052427786,174.0
site01,1,global,1140,286,4.793879508972168,0.602571052427786,174.0
site01,1,local,1140,286,4.797895431518555,0.602571052427786,174.0
site01,2,global,1140,286,4.7941765785217285,0.602571052427786,174.0
site01,2,local,1140,286,4.794490814208984,0.602571052427786,174.0
site01,3,global,1140,286,4.793874263763428,0.602571052427786,174.0
site01,3,local,1140,286,4.794643878936768,0.602571052427786,174.0
site01,4,global,1140,286,4.793830871582031,0.602571052427786,174.0
site01,4,local,1140,286,4.800717353820801,0.602571052427786,174.0
site02,0,global,1888,473,5.4119720458984375,0.4538591549295774,280.0
site02,0,local,1888,473,5.302177429199219,0.6246338028169014,280.0
site02,1,global,1888,473,5.300637722015381,0.6246338028169014,280.0
site02,1,local,1888,473,5.297087669372559,0.6246338028169014,280.0
site02,2,global,1888,473,5.301303386688232,0.6246338028169014,280.0
site02,2,local,1888,473,5.29760217666626,0.6246338028169014,280.0
site02,3,global,1888,473,5.301407814025879,0.6246338028169014,280.0
site02,3,local,1888,473,5.302086353302002,0.6246338028169014,280.0
site02,4,global,1888,473,5.302009582519531,0.6246338028169014,280.0
site02,4,local,1888,473,5.299684047698975,0.6246338028169014,280.0
site03,0,global,2784,696,5.719265460968018,0.4586601603720955,422.0
site03,0,local,2784,696,5.662285327911377,0.6035529207751094,422.0
site03,1,global,2784,696,5.665027618408203,0.6035529207751094,422.0
site03,1,local,2784,696,5.675399303436279,0.6035529207751094,422.0
site03,2,global,2784,696,5.6657395362854,0.6035529207751094,422.0
site03,2,local,2784,696,5.675803184509277,0.6035529207751094,422.0
site03,3,global,2784,696,5.665238857269287,0.6035529207751094,422.0
site03,3,local,2784,696,5.667092323303223,0.6035529207751094,422.0
site03,4,global,2784,696,5.664046764373779,0.6035529207751094,422.0
site03,4,local,2784,696,5.670773029327393,0.6035529207751094,422.0
site04,0,global,3644,912,6.000110149383545,0.4297215802121439,556.0
site04,0,local,3644,912,5.947803497314453,0.5783562671238118,556.0
site04,1,global,3644,912,5.944269180297852,0.5783562671238118,556.0
site04,1,local,3644,912,5.945187091827393,0.5783562671238118,556.0
site04,2,global,3644,912,5.944048404693604,0.5783562671238118,556.0
site04,2,local,3644,912,5.946451663970947,0.5783562671238118,556.0
site04,3,global,3644,912,5.943689346313477,0.5783562671238118,556.0
site04,3,local,3644,912,5.941587924957275,0.5783562671238118,556.0
site04,4,global,3644,912,5.944079399108887,0.5783562671238118,556.0
site04,4,local,3644,912,5.946032524108887,0.5783562671238118,556.0
site05,0,global,3704,927,5.995745658874512,0.4285959047539273,558.0
site05,0,local,3704,927,5.91692590713501,0.6048178917630574,558.0
site05,1,global,3704,927,5.910404205322266,0.6048178917630574,558.0
site05,1,local,3704,927,5.9102044105529785,0.6048178917630574,558.0
site05,2,global,3704,927,5.909913063049316,0.6048178917630574,558.0
site05,2,local,3704,927,5.91375732421875,0.6048178917630574,558.0
site05,3,global,3704,927,5.91021728515625,0.6048178917630574,558.0
site05,3,local,3704,927,5.913153648376465,0.6048178917630574,558.0
site05,4,global,3704,927,5.910384654998779,0.6048178917630574,558.0
site05,4,local,3704,927,5.912757396697998,0.6048178917630574,558.0
site06,0,global,4503,1126,6.22435188293457,0.4267269789983844,669.0
site06,0,local,4503,1126,6.134727478027344,0.6193369951534733,669.0
site06,1,global,4503,1126,6.133875370025635,0.6193369951534733,669.0
site06,1,local,4503,1126,6.140368938446045,0.6193369951534733,669.0
site06,2,global,4503,1126,6.133756160736084,0.6193369951534733,669.0
site06,2,local,4503,1126,6.131566047668457,0.6193369951534733,669.0
site06,3,global,4503,1126,6.133405685424805,0.6193369951534733,669.0
site06,3,local,4503,1126,6.137730121612549,0.6193369951534733,669.0
site06,4,global,4503,1126,6.134626388549805,0.6193369951534733,669.0
site06,4,local,4503,1126,6.134341716766357,0.6193369951534733,669.0
site07,0,global,5712,1429,6.45143461227417,0.4410492833046429,885.0
site07,0,local,5712,1429,6.367016315460205,0.6101581029495393,885.0
site07,1,global,5712,1429,6.366117477416992,0.6101581029495393,885.0
site07,1,local,5712,1429,6.368386745452881,0.6101581029495393,885.0
site07,2,global,5712,1429,6.366873741149902,0.6101581029495393,885.0
site07,2,local,5712,1429,6.368356704711914,0.6101581029495393,885.0
site07,3,global,5712,1429,6.366672039031982,0.6101581029495393,885.0
site07,3,local,5712,1429,6.367536067962647,0.6101581029495393,885.0
site07,4,global,5712,1429,6.36652421951294,0.6101581029495393,885.0
site07,4,local,5712,1429,6.365439414978027,0.6101581029495393,885.0
site08,0,global,6523,1631,6.586221218109131,0.4310725127168139,988.0
site08,0,local,6523,1631,6.4960103034973145,0.6114761167905431,988.0
site08,1,global,6523,1631,6.494925498962402,0.6114761167905431,988.0
site08,1,local,6523,1631,6.495139122009277,0.6114761167905431,988.0
site08,2,global,6523,1631,6.495695114135742,0.6114761167905431,988.0
site08,2,local,6523,1631,6.495876789093018,0.6114761167905431,988.0
site08,3,global,6523,1631,6.495299816131592,0.6114761167905431,988.0
site08,3,local,6523,1631,6.494018077850342,0.6114761167905431,988.0
site08,4,global,6523,1631,6.496082305908203,0.6114761167905431,988.0
site08,4,local,6523,1631,6.4962077140808105,0.6114761167905431,988.0
site09,0,global,6739,1685,6.619977951049805,0.4452982451432865,1031.0
site09,0,local,6739,1685,6.563650131225586,0.600452577725305,1031.0
site09,1,global,6739,1685,6.56626033782959,0.600452577725305,1031.0
site09,1,local,6739,1685,6.563579559326172,0.600452577725305,1031.0
site09,2,global,6739,1685,6.566497325897217,0.600452577725305,1031.0
site09,2,local,6739,1685,6.568875312805176,0.600452577725305,1031.0
site09,3,global,6739,1685,6.566163539886475,0.600452577725305,1031.0
site09,3,local,6739,1685,6.564379215240479,0.600452577725305,1031.0
site09,4,global,6739,1685,6.56524133682251,0.600452577725305,1031.0
site09,4,local,6739,1685,6.564180374145508,0.600452577725305,1031.0
site10,0,global,7504,1876,6.701623439788818,0.4507324312397239,1131.0
site10,0,local,7504,1876,6.6535725593566895,0.5875239969686079,1131.0
site10,1,global,7504,1876,6.650173187255859,0.5875239969686079,1131.0
site10,1,local,7504,1876,6.647211074829102,0.5875239969686079,1131.0
site10,2,global,7504,1876,6.650640964508057,0.5875239969686079,1131.0
site10,2,local,7504,1876,6.647228717803955,0.5875239969686079,1131.0
site10,3,global,7504,1876,6.649997711181641,0.5875239969686079,1131.0
site10,3,local,7504,1876,6.6482367515563965,0.5875239969686079,1131.0
site10,4,global,7504,1876,6.6496992111206055,0.5875239969686079,1131.0
