site,round,stage,n_train,n_test,loss,mse,mae,r2
site01,0,global,1140,286,1.3412213325500488,1.3412213325500488,0.9310015439987184,0.0141654014587402
site01,0,local,1140,286,1.252352595329285,1.252352595329285,0.8778420686721802,0.0794863700866699
site01,1,global,1140,286,1.2214765548706057,1.2214765548706057,0.8799070119857788,0.1021811366081237
site01,1,local,1140,286,1.2287482023239136,1.2287482023239136,0.8733546733856201,0.0968362092971801
site01,2,global,1140,286,1.232538104057312,1.232538104057312,0.8760426044464111,0.0940505862236023
site01,2,local,1140,286,1.2174124717712402,1.2174124717712402,0.8753339648246765,0.105168342590332
site01,3,global,1140,286,1.225522756576538,1.225522756576538,0.8754746317863464,0.0992070436477661
site01,3,local,1140,286,1.2210900783538818,1.2210900783538818,0.8745995759963989,0.1024652123451232
site01,4,global,1140,286,1.2200390100479126,1.2200390100479126,0.8773214221000671,0.1032377481460571
site01,4,local,1140,286,1.217533826828003,1.217533826828003,0.873092770576477,0.105079174041748
site02,0,global,1888,473,1.4291585683822632,1.4291585683822632,0.9483076930046082,-0.0436909198760986
site02,0,local,1888,473,1.14696204662323,1.14696204662323,0.8519660830497742,0.1623924970626831
site02,1,global,1888,473,1.1592860221862793,1.1592860221862793,0.8555655479431152,0.1533925533294677
site02,1,local,1888,473,1.1358426809310913,1.1358426809310913,0.8507218360900879,0.1705127954483032
site02,2,global,1888,473,1.1369038820266724,1.1369038820266724,0.847571849822998,0.1697378158569336
site02,2,local,1888,473,1.1406291723251345,1.1406291723251345,0.8494099378585815,0.1670173406600952
site02,3,global,1888,473,1.138463258743286,1.138463258743286,0.8482306003570557,0.1685990691184997
site02,3,local,1888,473,1.1326335668563845,1.1326335668563845,0.8476617932319641,0.1728563904762268
site02,4,global,1888,473,1.146091341972351,1.146091341972351,0.850609540939331,0.1630284190177917
site02,4,local,1888,473,1.1389206647872925,1.1389206647872925,0.8496484160423279,0.1682650446891784
site03,0,global,2784,696,1.4402744770050049,1.4402744770050049,0.9618606567382812,-0.0195628404617309
site03,0,local,2784,696,1.2338448762893677,1.2338448762893677,0.8900485038757324,0.1265676021575927
site03,1,global,2784,696,1.2340775728225708,1.2340775728225708,0.8907871246337891,0.1264028549194336
site03,1,local,2784,696,1.2384527921676636,1.2384527921676636,0.892577052116394,0.1233056783676147
site03,2,global,2784,696,1.2228271961212158,1.2228271961212158,0.8858000040054321,0.1343669891357422
site03,2,local,2784,696,1.2263102531433103,1.2263102531433103,0.8878400325775146,0.1319012641906738
site03,3,global,2784,696,1.224611520767212,1.224611520767212,0.8875922560691833,0.1331038475036621
site03,3,local,2784,696,1.230177402496338,1.230177402496338,0.8872427940368652,0.1291637420654297
site03,4,global,2784,696,1.2293678522109983,1.2293678522109983,0.8901547789573669,0.129736840724945
site03,4,local,2784,696,1.2264724969863892,1.2264724969863892,0.8873438239097595,0.1317864656448364
site04,0,global,3644,912,1.411037564277649,1.411037564277649,0.946141004562378,-0.0259735584259033
site04,0,local,3644,912,1.1536051034927368,1.1536051034927368,0.8535168766975403,0.1612070798873901
site04,1,global,3644,912,1.1600666046142578,1.1600666046142578,0.8566835522651672,0.1565089225769043
site04,1,local,3644,912,1.1527316570281982,1.1527316570281982,0.8518714308738708,0.1618421673774719
site04,2,global,3644,912,1.148029923439026,1.148029923439026,0.851428747177124,0.1652608513832092
site04,2,local,3644,912,1.1548964977264404,1.1548964977264404,0.8545901775360107,0.1602680683135986
site04,3,global,3644,912,1.1492843627929688,1.1492843627929688,0.852357804775238,0.1643487215042114
site04,3,local,3644,912,1.1521910429000854,1.1521910429000854,0.8520171642303467,0.1622352600097656
site04,4,global,3644,912,1.1543591022491455,1.1543591022491455,0.8539761900901794,0.1606588363647461
site04,4,local,3644,912,1.1666860580444336,1.1666860580444336,0.8596009612083435,0.1516958475112915
site05,0,global,3704,927,1.35307776927948,1.35307776927948,0.9171962141990662,-0.010176658630371
site05,0,local,3704,927,1.1162505149841309,1.1162505149841309,0.8420014977455139,0.1666330695152282
site05,1,global,3704,927,1.117431402206421,1.117431402206421,0.8424614667892456,0.1657515168190002
site05,1,local,3704,927,1.1147679090499878,1.1147679090499878,0.8406596779823303,0.167739987373352
site05,2,global,3704,927,1.107636570930481,1.107636570930481,0.8380007147789001,0.1730641722679138
site05,2,local,3704,927,1.1164307594299316,1.1164307594299316,0.839898943901062,0.166498601436615
site05,3,global,3704,927,1.1065990924835205,1.1065990924835205,0.8382538557052612,0.1738386750221252
site05,3,local,3704,927,1.1137224435806274,1.1137224435806274,0.8399437665939331,0.1685205698013305
site05,4,global,3704,927,1.110835313796997,1.110835313796997,0.8404426574707031,0.1706759333610534
