site,round,stage,n_train,n_test,loss,c_index,events
site01,0,global,1140,286,4.920806407928467,0.4126848911949198,174.0
site01,0,local,1140,286,4.801815986633301,0.602571052427786,174.0
site01,1,global,1140,286,4.7925801277160645,0.602571052427786,174.0
site01,1,local,1140,286,4.79542350769043,0.602571052427786,174.0
site01,2,global,1140,286,4.792690277099609,0.602571052427786,174.0
site01,2,local,1140,286,4.794207572937012,0.602571052427786,174.0
site01,3,global,1140,286,4.792667388916016,0.602571052427786,174.0
site01,3,local,1140,286,4.792279243469238,0.602571052427786,174.0
site01,4,global,1140,286,4.792888164520264,0.602571052427786,174.0
site01,4,local,1140,286,4.797951698303223,0.602571052427786,174.0
site02,0,global,1888,473,5.4568281173706055,0.3855352112676056,280.0
site02,0,local,1888,473,5.312934398651123,0.6246338028169014,280.0
site02,1,global,1888,473,5.299581527709961,0.6246338028169014,280.0
site02,1,local,1888,473,5.29662561416626,0.6246338028169014,280.0
site02,2,global,1888,473,5.300488471984863,0.6246338028169014,280.0
site02,2,local,1888,473,5.298399925231934,0.6246338028169014,280.0
site02,3,global,1888,473,5.30137300491333,0.6246338028169014,280.0
site02,3,local,1888,473,5.301859855651856,0.6246338028169014,280.0
site02,4,global,1888,473,5.301440238952637,0.6246338028169014,280.0
site02,4,local,1888,473,5.298578262329102,0.6246338028169014,280.0
site03,0,global,2784,696,5.75084400177002,0.404116172309264,422.0
site03,0,local,2784,696,5.662866115570068,0.6035529207751094,422.0
site03,1,global,2784,696,5.663602352142334,0.6035529207751094,422.0
site03,1,local,2784,696,5.675559043884277,0.6035529207751094,422.0
site03,2,global,2784,696,5.663356781005859,0.6035529207751094,422.0
site03,2,local,2784,696,5.672588348388672,0.6035529207751094,422.0
site03,3,global,2784,696,5.663290023803711,0.6035529207751094,422.0
site03,3,local,2784,696,5.671109676361084,0.6035529207751094,422.0
site03,4,global,2784,696,5.663055419921875,0.6035529207751094,422.0
site03,4,local,2784,696,5.669047355651856,0.6035529207751094,422.0
site04,0,global,3644,912,6.017730712890625,0.4323465936050694,556.0
site04,0,local,3644,912,5.948864459991455,0.5783562671238118,556.0
site04,1,global,3644,912,5.945903301239014,0.5783562671238118,556.0
site04,1,local,3644,912,5.944096565246582,0.5783562671238118,556.0
site04,2,global,3644,912,5.944747447967529,0.5783562671238118,556.0
site04,2,local,3644,912,5.942379951477051,0.5783562671238118,556.0
site04,3,global,3644,912,5.943856716156006,0.5783562671238118,556.0
site04,3,local,3644,912,5.940939903259277,0.5783562671238118,556.0
site04,4,global,3644,912,5.944169998168945,0.5783562671238118,556.0
site04,4,local,3644,912,5.944019794464111,0.5783562671238118,556.0
site05,0,global,3704,927,6.028615951538086,0.4045216755633057,558.0
site05,0,local,3704,927,5.914153099060059,0.6048178917630574,558.0
site05,1,global,3704,927,5.909984588623047,0.6048178917630574,558.0
site05,1,local,3704,927,5.910716533660889,0.6048178917630574,558.0
site05,2,global,3704,927,5.909838676452637,0.6048178917630574,558.0
site05,2,local,3704,927,5.911798477172852,0.6048178917630574,558.0
site05,3,global,3704,927,5.910020351409912,0.6048178917630574,558.0
site05,3,local,3704,927,5.911802768707275,0.6048178917630574,558.0
site05,4,global,3704,927,5.910105228424072,0.6048178917630574,558.0
site05,4,local,3704,927,5.911500930786133,0.6048178917630574,558.0
site06,0,global,4503,1126,6.254053115844727,0.3978132471728594,669.0
site06,0,local,4503,1126,6.134720325469971,0.6193369951534733,669.0
site06,1,global,4503,1126,6.133728981018066,0.6193369951534733,669.0
site06,1,local,4503,1126,6.143853187561035,0.6193369951534733,669.0
site06,2,global,4503,1126,6.133174419403076,0.6193369951534733,669.0
site06,2,local,4503,1126,6.13107967376709,0.6193369951534733,669.0
site06,3,global,4503,1126,6.1329779624938965,0.6193369951534733,669.0
site06,3,local,4503,1126,6.136373519897461,0.6193369951534733,669.0
site06,4,global,4503,1126,6.133257865905762,0.6193369951534733,669.0
site06,4,local,4503,1126,6.132647514343262,0.6193369951534733,669.0
site07,0,global,5712,1429,6.483320713043213,0.4027780132258457,885.0
site07,0,local,5712,1429,6.367883682250977,0.6101581029495393,885.0
site07,1,global,5712,1429,6.366223812103272,0.6101581029495393,885.0
site07,1,local,5712,1429,6.366809368133545,0.6101581029495393,885.0
site07,2,global,5712,1429,6.366292953491211,0.6101581029495393,885.0
site07,2,local,5712,1429,6.370253086090088,0.6101581029495393,885.0
site07,3,global,5712,1429,6.36639404296875,0.6101581029495393,885.0
site07,3,local,5712,1429,6.366853713989258,0.6101581029495393,885.0
site07,4,global,5712,1429,6.365888595581055,0.6101581029495393,885.0
site07,4,local,5712,1429,6.365804672241211,0.6101581029495393,885.0
site08,0,global,6523,1631,6.619243621826172,0.4025519393216813,988.0
site08,0,local,6523,1631,6.495069980621338,0.6114761167905431,988.0
site08,1,global,6523,1631,6.497893810272217,0.6114761167905431,988.0
site08,1,local,6523,1631,6.49646520614624,0.6114761167905431,988.0
site08,2,global,6523,1631,6.496397018432617,0.6114761167905431,988.0
site08,2,local,6523,1631,6.495392322540283,0.6114761167905431,988.0
site08,3,global,6523,1631,6.495389938354492,0.6114761167905431,988.0
site08,3,local,6523,1631,6.495002746582031,0.6114761167905431,988.0
site08,4,global,6523,1631,6.495274543762207,0.6114761167905431,988.0
site08,4,local,6523,1631,6.496329307556152,0.6114761167905431,988.0
site09,0,global,6739,1685,6.650099754333496,0.4075469124539372,1031.0
site09,0,local,6739,1685,6.563522815704346,0.600452577725305,1031.0
site09,1,global,6739,1685,6.5652995109558105,0.600452577725305,1031.0
site09,1,local,6739,1685,6.564267635345459,0.600452577725305,1031.0
site09,2,global,6739,1685,6.565350532531738,0.600452577725305,1031.0
site09,2,local,6739,1685,6.5675435066223145,0.600452577725305,1031.0
site09,3,global,6739,1685,6.5652174949646,0.600452577725305,1031.0
site09,3,local,6739,1685,6.564877510070801,0.600452577725305,1031.0
site09,4,global,6739,1685,6.565319538116455,0.600452577725305,1031.0
site09,4,local,6739,1685,6.564520359039307,0.600452577725305,1031.0
site10,0,global,7504,1876,6.730068206787109,0.4195349755235575,1131.0
site10,0,local,7504,1876,6.650774955749512,0.5875239969686079,1131.0
site10,1,global,7504,1876,6.649736404418945,0.5875239969686079,1131.0
site10,1,local,7504,1876,6.647078514099121,0.5875239969686079,1131.0
site10,2,global,7504,1876,6.649556636810303,0.5875239969686079,1131.0
site10,2,local,7504,1876,6.647069931030273,0.5875239969686079,1131.0
site10,3,global,7504,1876,6.649511814117432,0.5875239969686079,1131.0
site10,3,local,7504,1876,6.647398948669434,0.5875239969686079,1131.0
site10,4,global,7504,1876,6.649526119232178,0.5875239969686079,1131.0
site10,4,local,7504,1876,6.649588584899902,0.5875239969686079,1131.0
