site,round,stage,n_train,n_test,loss,c_index,events
site01,0,global,342,86,4.442273139953613,0.2771084337349397,5.0
site01,0,local,342,86,4.549441337585449,0.491566265060241,5.0
site01,1,global,342,86,4.714885234832764,0.491566265060241,5.0
site01,1,local,342,86,4.5408148765563965,0.491566265060241,5.0
site01,2,global,342,86,4.593088626861572,0.491566265060241,5.0
site01,2,local,342,86,4.499457359313965,0.491566265060241,5.0
site01,3,global,342,86,4.621808052062988,0.491566265060241,5.0
site01,3,local,342,86,4.510695457458496,0.491566265060241,5.0
site01,4,global,342,86,4.615372657775879,0.491566265060241,5.0
site01,4,local,342,86,4.507582187652588,0.491566265060241,5.0
site02,0,global,566,142,4.944314956665039,0.4676258992805755,5.0
site02,0,local,566,142,4.796066284179688,0.6215827338129496,5.0
site02,1,global,566,142,4.802090644836426,0.6215827338129496,5.0
site02,1,local,566,142,4.814972400665283,0.6215827338129496,5.0
site02,2,global,566,142,4.817377090454102,0.6215827338129496,5.0
site02,2,local,566,142,4.779778480529785,0.6215827338129496,5.0
site02,3,global,566,142,4.812777519226074,0.6215827338129496,5.0
site02,3,local,566,142,4.8156328201293945,0.6215827338129496,5.0
site02,4,global,566,142,4.816890239715576,0.6215827338129496,5.0
site02,4,local,566,142,4.787606239318848,0.6215827338129496,5.0
site03,0,global,835,209,5.316780090332031,0.6514161220043573,9.0
site03,0,local,835,209,4.990610122680664,0.7494553376906318,9.0
site03,1,global,835,209,5.024051189422607,0.7494553376906318,9.0
site03,1,local,835,209,4.9965667724609375,0.7494553376906318,9.0
site03,2,global,835,209,5.070034503936768,0.7494553376906318,9.0
site03,2,local,835,209,4.989046096801758,0.7494553376906318,9.0
site03,3,global,835,209,5.045734405517578,0.7494553376906318,9.0
site03,3,local,835,209,4.993481159210205,0.7494553376906318,9.0
site03,4,global,835,209,5.047883987426758,0.7494553376906318,9.0
site03,4,local,835,209,4.99001407623291,0.7494553376906318,9.0
site04,0,global,1093,274,5.596381187438965,0.525512104283054,10.0
site04,0,local,1093,274,5.958316802978516,0.4864059590316573,10.0
site04,1,global,1093,274,5.782529830932617,0.4864059590316573,10.0
site04,1,local,1093,274,5.733874797821045,0.4864059590316573,10.0
site04,2,global,1093,274,5.698542594909668,0.4864059590316573,10.0
site04,2,local,1093,274,5.637516021728516,0.4864059590316573,10.0
site04,3,global,1093,274,5.720961570739746,0.4864059590316573,10.0
site04,3,local,1093,274,5.627439022064209,0.4864059590316573,10.0
site04,4,global,1093,274,5.720610618591309,0.4864059590316573,10.0
site04,4,local,1093,274,5.564047336578369,0.4864059590316573,10.0
site05,0,global,1111,278,5.606712818145752,0.6585266585266585,9.0
site05,0,local,1111,278,5.363595008850098,0.737077737077737,9.0
site05,1,global,1111,278,5.373519420623779,0.737077737077737,9.0
site05,1,local,1111,278,5.368767261505127,0.737077737077737,9.0
site05,2,global,1111,278,5.405923843383789,0.737077737077737,9.0
site05,2,local,1111,278,5.339658737182617,0.737077737077737,9.0
site05,3,global,1111,278,5.386960029602051,0.737077737077737,9.0
site05,3,local,1111,278,5.359946250915527,0.737077737077737,9.0
site05,4,global,1111,278,5.386305809020996,0.737077737077737,9.0
